Trial,ButtonPressTimeinOverallExp,squareStartTime,squareStartFrame,flash_circleStartTime,flash_circleStartFrame,flash_circleEndTime,flash_circleEndFrame,lilsquareStartTime,lilsquareStartFrame,lilsquareEndTime,lilsquareEndFrame,lilafterflash,ButtonPressTime,Key,false_presses,Acc,Opacity,FlashSide,CorrSide,frameRate,participant
0,191.8336016,1.050138623,62,1.533853241,91,1.567214096,93,2.100943415,125,2.134367331,127,2,2.501515653,l,0,1,0.119,1,1,59.94404568,322
-1,194.3358707,1.116587193,67,1.767178312,106,1.800540634,108,3.051435397,183,3.084884977,185,45,4.085562511,nope,1,0,0.119,-1,-1,59.94404568,322
-2,198.4221877,1.100179723,66,1.900864076,114,1.934234463,116,3.218449385,193,3.251842137,195,47,4.252712153,nope,1,0,0.119,-1,1,59.94404568,322
-3,202.6755869,1.050110026,63,1.884047812,113,1.917403534,115,3.185037569,191,3.21847505,193,46,4.219301803,nope,1,0,0.119,1,1,59.94404568,322
-4,206.8955677,1.033397518,62,1.800602595,108,1.833997547,110,2.718095587,163,2.751407313,165,23,3.752135076,nope,1,0,0.119,1,1,59.94404568,322
-5,210.6483924,1.20031325,72,1.900780484,114,1.934130707,116,2.951620106,177,2.984958596,179,31,3.985716789,nope,1,0,0.119,1,-1,59.94404568,322
-6,214.6348762,1.150218255,69,1.634043595,98,1.667336624,100,2.884906828,173,2.918298847,175,43,3.919078304,nope,1,0,0.119,-1,1,59.94404568,322
-7,218.5546365,1.016768602,61,1.533755717,92,1.567112905,94,2.367835022,142,2.401115951,144,18,3.401884043,nope,1,0,0.119,-1,-1,59.94404568,322
-8,221.9572703,1.000084692,60,1.750668918,105,1.784077802,107,2.984990127,179,3.018378112,181,42,4.019144371,nope,1,0,0.119,1,-1,59.94404568,322
-9,225.9771178,1.100256715,66,1.800811574,108,1.834171696,110,3.085062426,185,3.118510173,187,45,4.119284131,nope,1,0,0.119,1,1,59.94404568,322
-10,230.7622394,1.085438956,65,1.652581559,99,1.68602014,101,2.269719799,136,2.303174878,138,5,3.303864511,nope,1,0,0.119,1,1,59.94404568,322
-11,234.0670495,0.999854814,60,1.466963613,88,1.500336934,90,2.534351492,152,2.567749744,154,32,3.568624525,nope,1,0,0.143137838,-1,1,59.94404568,322
-12,237.6365715,1.099777162,66,1.516841929,91,1.550121758,93,2.067195764,124,2.100555886,126,1,3.101420402,nope,1,0,0.159512783,1,1,59.94404568,322
-13,240.7389862,1.183289472,71,1.767047059,106,1.800458509,108,2.701108106,162,2.734540087,164,24,3.735264917,nope,1,0,0.172992339,-1,-1,59.94404568,322
-14,244.4753118,1.083129181,65,1.666921597,100,1.700361645,102,2.334224124,140,2.367542817,142,8,3.368232817,nope,1,0,0.184832807,-1,1,59.94404568,322
-15,247.8446914,1.149778665,69,1.983813241,119,2.017121301,121,2.984615796,179,3.017972985,181,28,4.018679116,nope,1,0,0.195116529,1,-1,59.94404568,322
-16,251.8642688,1.11665282,67,1.883919124,113,1.91730271,115,2.684537117,161,2.717985231,163,16,3.151779004,a,0,1,0.204291548,1,-1,59.94404568,322
-17,255.0169801,1.09976323,66,1.533369654,92,1.566775238,94,2.834399007,170,2.86774923,172,46,3.318434427,a,0,1,0.199457948,-1,-1,59.94404568,322
-18,258.3363411,1.032990924,62,1.66672765,100,1.700082639,102,2.817627105,169,2.851015825,171,37,3.184832989,l,0,1,0.195746294,1,1,59.94404568,322
-19,261.5220738,1.099737932,66,1.917113529,115,1.95040839,117,3.034706024,182,3.068015918,184,35,3.885530101,a,0,1,0.192859345,-1,-1,59.94404568,322
-20,265.4084874,1.066415573,64,1.533457279,92,1.566728676,94,2.85113058,171,2.884459905,173,47,3.635278775,l,0,1,0.190451032,1,1,59.94404568,322
-21,269.0446443,1.016318379,61,1.850371287,111,1.883665049,113,2.901122551,174,2.934506504,176,31,3.585352065,a,0,1,0.188351748,-1,-1,59.94404568,322
-22,272.6308792,1.083066487,65,1.53330916,92,1.566697513,94,2.484063283,149,2.517504797,151,25,2.817955607,l,0,1,0.186531234,1,1,59.94404568,322
-23,275.4497158,1.19972554,72,1.866962073,112,1.900351159,114,2.951113055,177,2.984560435,179,33,3.35168236,l,0,1,0.184837303,1,1,59.94404568,322
-24,278.8022671,1.049734229,63,1.583399388,95,1.616947225,97,2.784414369,167,2.817883747,169,40,3.185027303,l,0,1,0.183301735,1,1,59.94404568,322
-25,281.9881622,0.999611005,60,1.633533978,98,1.666847171,100,2.600863489,156,2.634326268,158,26,3.018147502,l,0,1,0.181883235,1,1,59.94404568,322
-26,285.0071783,0.999605872,60,1.499999633,90,1.533323825,92,2.534144346,152,2.567523166,154,30,2.984560802,l,0,1,0.180552809,-1,1,59.94404568,322
-27,287.9926326,1.116592326,67,1.783762133,107,1.817210613,109,2.417669341,145,2.45106246,147,6,2.951334867,a,0,1,0.179289984,-1,-1,59.94404568,322
-28,290.9448888,1.100128028,66,1.550401498,93,1.583774085,95,2.751339853,165,2.784700341,167,40,3.30198516,a,0,1,0.178075436,-1,-1,59.94404568,322
-29,294.2477817,1.183055928,71,1.700179063,102,1.733535518,104,2.500743894,150,2.534209606,152,16,2.884659352,l,0,1,0.176892414,-1,1,59.94404568,322
-30,297.1334288,1.199709775,72,1.750252059,105,1.783591283,107,2.750912361,165,2.784284215,167,28,3.385058613,l,0,1,0.175727527,1,1,59.94404568,322
-31,300.5193783,1.066350313,64,1.500052062,90,1.533321259,92,2.684350502,161,2.717645364,163,39,3.451824686,l,0,1,0.174621219,1,1,59.94404568,322
-32,303.9720788,1.049684367,63,1.600128761,96,1.633499882,98,2.801053917,168,2.834348412,170,40,3.835217694,nope,0,0,0.173513545,-1,-1,59.94404568,322
-33,307.8081842,0.999903209,60,1.616974722,97,1.650336311,99,2.501081195,150,2.534350759,152,21,3.118369387,l,1,1,0.175438549,1,1,59.94404568,322
-34,310.9274283,1.116470238,67,1.616835036,97,1.650205423,99,2.801111112,168,2.834544927,170,39,3.301808077,a,0,1,0.174474564,1,-1,59.94404568,322
-35,314.2301112,1.099766163,66,1.616769409,97,1.650128431,99,2.717680194,163,2.750964056,165,34,3.668685826,a,0,1,0.17355611,-1,-1,59.94404568,322
-36,317.8996817,1.132996131,68,1.816900076,109,1.850225368,111,2.634182915,158,2.667551836,160,17,3.034836912,l,0,1,0.172635005,1,1,59.94404568,322
-37,320.9353901,1.183116422,71,1.983668788,119,2.017039176,121,3.017874361,181,3.051171423,183,30,3.535224807,l,0,1,0.171699449,1,1,59.94404568,322
-38,324.47149,1.032973693,62,1.716731353,103,1.750095874,105,2.584151715,155,2.617538234,157,20,2.967912821,a,0,1,0.170795461,-1,-1,59.94404568,322
-39,327.4403678,1.049696833,63,1.800310023,108,1.833724773,110,2.801081048,168,2.834499098,170,28,3.26837243,a,0,1,0.169870686,-1,-1,59.94404568,322
1,382.1495975,0.999934006,60,1.416996573,85,1.450272737,87,2.634650736,158,2.668040555,160,41,3.201923493,a,0,1,0.169108015,-1,-1,59.94404568,322
2,385.3523606,1.099848655,66,1.700243956,102,1.733599312,104,2.651076905,159,2.684342436,161,25,3.685131426,nope,0,1,0,1,1,59.94404568,322
3,389.038207,1.150213489,69,1.734041469,104,1.767368227,106,2.334587089,140,2.36792008,142,4,2.751814274,a,0,1,0.169108015,-1,-1,59.94404568,322
4,391.7906907,1.199935986,72,1.683695333,101,1.717055088,103,2.684419795,161,2.717882574,163,28,3.718664231,nope,0,1,0,-1,-1,59.94404568,322
5,395.5100365,1.066712911,64,1.550437427,93,1.583890674,95,2.334371144,140,2.367730899,142,15,2.735012308,a,0,1,0.169108015,1,-1,59.94404568,322
6,398.2457359,1.08316951,65,1.550199117,93,1.583568772,95,2.567652586,154,2.601021507,156,29,3.601824796,nope,0,1,0,1,1,59.94404568,322
7,401.8482771,1.166918298,70,1.750657553,105,1.784005576,107,2.317748094,139,2.35113058,141,2,2.701619189,a,0,1,0.169108015,-1,-1,59.94404568,322
8,404.5505701,1.149996444,69,1.867302674,112,1.900611467,114,2.501154154,150,2.53454544,152,6,2.868428964,l,0,1,0.169108015,1,1,59.94404568,322
9,407.4196711,1.166589063,70,1.967105866,118,2.000606408,120,2.984611763,179,3.017986917,181,29,3.501868718,l,0,1,0.169108015,1,1,59.94404568,322
10,410.9222222,1.100001173,66,1.51706264,91,1.550286375,93,2.501120791,150,2.534484946,152,27,3.201897095,a,0,1,0.169108015,1,-1,59.94404568,322
11,414.1248533,1.200020678,72,1.850507674,111,1.883914358,113,2.968066439,178,3.001448559,180,35,3.36857855,a,0,1,0.169108015,1,-1,59.94404568,322
12,417.4941079,1.033282396,62,1.483641291,89,1.516915621,91,2.567732512,154,2.601091534,156,33,3.10175257,l,0,1,0.169108015,1,1,59.94404568,322
13,420.5965284,1.066668915,64,1.800530368,108,1.833810565,110,3.08489121,185,3.118322091,187,45,3.518764175,l,0,1,0.169108015,1,1,59.94404568,322
14,424.1159617,1.01659042,61,1.4835456,89,1.517012412,91,2.684564615,161,2.717925103,163,40,3.568889966,a,0,1,0.169108015,-1,-1,59.94404568,322
15,427.6855263,1.149911385,69,1.616966656,97,1.650324578,99,2.567759643,154,2.60102444,156,25,3.018301487,l,0,1,0.169108015,1,1,59.94404568,322
16,430.7044917,1.216794047,73,1.850511707,111,1.883871462,113,2.450962003,147,2.484364654,149,4,2.83485693,a,0,1,0.169108015,-1,-1,59.94404568,322
17,433.5400247,1.166637825,70,1.700368977,102,1.733737898,104,2.501001269,150,2.534379356,152,16,2.984979494,a,0,1,0.169108015,-1,-1,59.94404568,322
18,436.5256755,1.116620557,67,1.533613097,92,1.566976152,94,2.85136669,171,2.884662285,173,47,3.30198846,a,0,1,0.169108015,-1,-1,59.94404568,322
19,439.8283261,1.200053675,72,2.00064967,120,2.033944898,122,2.717862043,163,2.751228764,165,11,3.135074195,a,0,1,0.169108015,-1,-1,59.94404568,322
20,442.9640661,1.099906216,66,1.533600632,92,1.56692739,94,2.834587456,170,2.867960043,172,46,3.368663241,l,0,1,0.167491015,1,1,59.94404568,322
21,446.3334274,1.066540594,64,1.783733902,107,1.817105023,109,2.434258294,146,2.467615117,148,7,2.851556605,l,0,1,0.167491015,1,1,59.94404568,322
22,449.1856509,1.183254642,71,1.933925394,116,1.967262051,118,2.917967412,175,2.951390961,177,27,3.368592482,l,0,1,0.167491015,1,1,59.94404568,322
23,452.55491,1.066567359,64,1.867192684,112,1.900682227,114,2.701245959,162,2.734558419,164,18,3.135144955,a,0,1,0.167491015,-1,-1,59.94404568,322
24,455.6907145,1.083295998,65,1.867259045,112,1.900620266,114,2.60117036,156,2.634556879,158,12,2.934964792,l,0,1,0.167491015,1,1,59.94404568,322
25,458.6263359,1.149980679,69,1.667054318,100,1.700506097,102,2.51771671,151,2.551037602,153,19,3.551891486,nope,0,1,0,-1,-1,59.94404568,322
26,462.1789086,1.000095691,60,1.650578654,99,1.683929976,101,2.217668828,133,2.251028217,135,2,3.251923896,nope,0,1,0,-1,-1,59.94404568,322
27,465.43151,1.016774102,61,1.683868016,101,1.71723327,103,2.384525532,143,2.417791429,145,10,3.418578586,nope,0,1,0,-1,-1,59.94404568,322
28,468.8507768,1.050097561,63,1.650660779,99,1.683943175,101,2.868188821,172,2.901562875,174,41,3.302191207,a,0,1,0.167491015,-1,-1,59.94404568,322
29,472.1536587,1.016601785,61,1.516939819,91,1.550368867,93,2.100670641,126,2.134010232,128,3,2.568004185,a,0,1,0.167491015,-1,-1,59.94404568,322
30,474.7223276,0.999796153,60,1.783807228,107,1.817099157,109,2.934657556,176,2.968089537,178,37,3.385305723,l,0,1,0.167491015,-1,1,59.94404568,322
31,478.1083017,1.049854118,63,1.583625599,95,1.61696739,97,2.55103247,153,2.584407623,155,26,3.21850988,l,0,1,0.167491015,1,1,59.94404568,322
32,481.3274821,1.083214973,65,1.850568535,111,1.884049278,113,2.651230524,159,2.684582213,161,16,3.135112691,l,0,1,0.167491015,1,1,59.94404568,322
33,484.4632654,1.183371597,71,1.867180952,112,1.900627966,114,2.884753576,173,2.918086934,175,29,3.318608577,l,0,1,0.167491015,1,1,59.94404568,322
34,487.7825409,1.099900716,66,1.633680997,98,1.666941029,100,2.467667178,148,2.500979638,150,18,2.834787636,l,0,1,0.167491015,1,1,59.94404568,322
35,490.6180988,1.133241773,68,1.833785634,110,1.867224215,112,2.767962536,166,2.801291128,168,24,3.801984794,nope,0,1,0,1,1,59.94404568,322
36,494.4207993,1.000155452,60,1.75071658,105,1.784042972,107,2.701484269,162,2.734826059,164,25,3.735637414,nope,0,0,0.167491015,1,-1,59.94404568,322
37,498.1571161,1.083521476,65,1.650559589,99,1.683916411,101,2.451319468,147,2.484659425,149,16,2.818429294,l,0,1,0.167491015,-1,1,59.94404568,322
38,500.9762449,1.116544297,67,1.717000826,103,1.750426209,105,2.867969942,172,2.901267003,174,37,3.902065892,nope,0,0,0.167491015,1,-1,59.94404568,322
39,504.8790268,1.133588606,68,1.717291198,103,1.750785874,105,2.618039785,157,2.651468467,159,22,3.485596168,l,0,0,0,-1,-1,59.94404568,322
40,508.365295,1.166669722,70,1.883885394,113,1.917334974,115,2.684512186,161,2.717867909,163,16,3.168598568,a,0,1,0.167491015,-1,-1,59.94404568,322
41,511.5345766,1.199881725,72,1.767093254,106,1.800474641,108,2.884631855,173,2.917982811,175,35,3.401939771,a,0,1,0.166451515,-1,-1,59.94404568,322
42,514.937184,1.19996825,72,1.967295414,118,2.000595775,120,2.784525825,167,2.817889247,169,17,3.201722946,l,0,1,0.166451515,-1,1,59.94404568,322
43,518.1395731,1.083384356,65,1.617053548,97,1.650405237,99,2.667964663,160,2.701249625,162,31,3.25184727,l,0,1,0.166451515,1,1,59.94404568,322
44,521.3921368,1.033187072,62,1.750545364,105,1.783803562,107,2.367630808,142,2.400941802,144,5,2.801527605,a,0,1,0.166451515,-1,-1,59.94404568,322
45,524.1943977,1.033211636,62,1.58375722,95,1.617004419,97,2.551161157,153,2.584410923,155,26,3.58526224,nope,0,0,0.166451515,1,-1,59.94404568,322
46,527.7803312,1.100132427,66,1.93426966,116,1.967557189,118,3.051744467,183,3.08509579,185,35,3.452314872,l,0,1,0.166451515,-1,1,59.94404568,322
47,531.2335711,1.216393685,73,2.050321205,123,2.083834946,125,3.117888367,187,3.151275986,189,32,3.568500237,l,0,1,0.166451515,-1,1,59.94404568,322
48,534.8027485,1.033164341,62,1.683760593,101,1.717048122,103,2.734497558,164,2.767872712,166,31,3.168573637,l,0,1,0.166451515,-1,1,59.94404568,322
49,537.9719824,1.149911752,69,1.933795973,116,1.967156828,118,2.667799312,160,2.701053844,162,12,3.701913961,nope,0,1,0,1,1,59.94404568,322
50,541.6745732,1.150115232,69,1.734051368,104,1.767355762,106,2.601333144,156,2.634691799,158,20,3.635477123,nope,0,0,0.166451515,1,-1,59.94404568,322
51,545.3107363,1.08354714,65,1.783999343,107,1.817414459,109,2.417875755,145,2.451184181,147,6,2.868500824,a,0,1,0.166451515,-1,-1,59.94404568,322
52,548.1799106,1.149994977,69,1.933946291,116,1.967292848,118,2.617804408,157,2.651161597,159,9,3.085042995,a,0,1,0.166451515,-1,-1,59.94404568,322
53,551.2656135,1.183337501,71,1.883846531,113,1.917135527,115,2.534282199,152,2.567659552,154,7,3.56844121,nope,0,0,0.166451515,-1,1,59.94404568,322
54,554.8348415,1.150292682,69,1.617219998,97,1.650579387,99,2.884941658,173,2.918255218,175,44,3.302130346,a,0,1,0.166451515,-1,-1,59.94404568,322
55,606.7753806,1.05020865,63,1.567322985,94,1.600591816,96,2.151117235,129,2.18444656,131,3,2.818521685,l,0,1,0.166451515,1,1,59.94404568,322
56,609.5947096,1.166701252,70,1.78382776,107,1.817256442,109,2.501079728,150,2.534410886,152,11,2.884885563,l,0,1,0.166451515,1,1,59.94404568,322
57,612.4802525,1.216806879,73,1.867186452,112,1.900654363,114,2.400938869,144,2.43430009,146,0,2.801583333,l,0,1,0.166451515,1,1,59.94404568,322
58,615.2824954,1.183294238,71,1.633631135,98,1.666989424,100,2.68447369,161,2.717847377,163,31,3.268532647,l,0,1,0.165700765,1,1,59.94404568,322
59,618.5517008,1.18331037,71,1.950571174,117,1.983939729,119,3.218243706,193,3.251597228,195,44,3.702262993,a,0,1,0.165700765,-1,-1,59.94404568,322
60,622.2546249,1.066644351,64,1.750472771,105,1.783832893,107,2.584456019,155,2.617823473,157,18,2.984973628,l,0,1,0.165700765,1,1,59.94404568,322
61,625.2402584,1.016600319,61,1.433506334,86,1.466880388,88,2.300880501,138,2.33430295,140,20,2.818258444,a,0,1,0.165700765,-1,-1,59.94404568,322
62,628.0591706,1.083267767,65,1.683677368,101,1.71716911,103,2.500981838,150,2.534405387,152,17,3.535116651,nope,0,0,0.165700765,-1,-1,59.94404568,322
63,631.5949527,1.183668202,71,1.73409573,104,1.767460618,106,3.001696402,180,3.035037459,182,44,4.035882543,nope,0,1,0,-1,-1,59.94404568,322
64,635.6315215,1.133594472,68,1.950862646,117,1.984152375,119,3.001616843,180,3.035012161,182,31,3.585697798,a,0,1,0.165700765,-1,-1,59.94404568,322
65,639.2179291,1.016377774,61,1.767049625,106,1.800470241,108,2.901147115,174,2.934594495,176,36,3.935494574,nope,0,1,0,-1,-1,59.94404568,322
66,643.1541845,1.083360525,65,1.567063777,94,1.60048256,96,2.85151151,171,2.884823236,173,45,3.368820893,a,0,1,0.165700765,-1,-1,59.94404568,322
67,646.5236781,1.14997078,69,1.933914028,116,1.967275616,118,3.251617393,195,3.284997679,197,47,3.76888608,l,0,1,0.165700765,1,1,59.94404568,322
68,650.2932351,1.083224138,65,1.633644701,98,1.667125811,100,2.751212999,165,2.784594752,167,35,3.218591272,a,0,1,0.165700765,-1,-1,59.94404568,322
69,653.5124952,1.21662063,73,2.050646407,123,2.083955567,125,3.034686959,182,3.068062846,184,27,3.535338463,a,0,1,0.165700765,-1,-1,59.94404568,322
70,657.0484932,1.166694286,70,1.950618103,117,1.98396576,119,2.851397854,171,2.884765675,173,22,3.285251755,a,0,1,0.165700765,-1,-1,59.94404568,322
71,660.3344115,1.166674122,70,1.750465438,105,1.783818961,107,2.517772438,151,2.551154558,153,14,3.352023693,a,0,1,0.165700765,1,-1,59.94404568,322
72,663.6871057,1.083203974,65,1.733704902,104,1.767053291,106,2.267450719,136,2.300815607,138,0,3.301652259,nope,0,1,0,1,1,59.94404568,322
73,666.9894319,1.083454749,65,1.717390922,103,1.750716214,105,2.267792419,136,2.301180772,138,1,2.651623919,l,0,1,0.165700765,1,1,59.94404568,322
74,669.6417252,1.183364265,71,1.650271417,99,1.683758393,101,2.334209826,140,2.367568115,142,9,2.701364381,a,0,1,0.165700765,-1,-1,59.94404568,322
75,672.3438214,1.216711555,73,1.800472807,108,1.833886091,110,2.467746004,148,2.501051498,150,8,2.901620802,a,0,1,0.165700765,-1,-1,59.94404568,322
76,675.2461011,1.04989628,63,1.783939216,107,1.817259741,109,2.334375176,140,2.367734932,142,1,2.701528998,l,0,1,0.165700765,1,1,59.94404568,322
77,677.9482966,1.166677788,70,1.833833662,110,1.867259411,112,2.601111332,156,2.634461188,158,14,2.934911631,l,0,1,0.164372515,1,1,59.94404568,322
78,680.8841725,1.082885371,65,1.583282433,95,1.61665832,97,2.183839785,131,2.21717131,133,4,2.918001142,a,0,0,0,1,1,59.94404568,322
79,683.802908,1.133162581,68,1.900431085,114,1.933915128,116,2.484314792,149,2.517678947,151,3,2.918198757,a,0,1,0.164372515,1,-1,59.94404568,322
80,686.7217876,1.166622793,70,1.850581367,111,1.883935623,113,2.634525349,158,2.667923233,160,15,3.051723936,l,0,1,0.164372515,1,1,59.94404568,322
81,689.77417,1.09999494,66,1.717148212,103,1.750550863,105,2.91799161,175,2.951347699,177,40,3.151873594,a,0,1,0.164372515,-1,-1,59.94404568,322
82,692.9267013,1.016525893,61,1.433456839,86,1.466940882,88,2.150693043,129,2.184075529,131,11,2.784829396,l,0,1,0.164372515,1,1,59.94404568,322
83,695.7122031,1.1165157,67,1.95048465,117,1.983852104,119,2.751125741,165,2.784509327,167,16,3.168499577,a,0,1,0.164372515,-1,-1,59.94404568,322
84,698.8814191,0.999778188,60,1.700282086,102,1.733634142,104,2.450830749,147,2.484292794,149,13,2.851449182,a,0,1,0.164372515,-1,-1,59.94404568,322
85,701.7335451,1.11665722,67,1.60030511,96,1.633664499,98,2.717848111,163,2.751200533,165,35,3.168515342,l,0,1,0.164372515,1,1,59.94404568,322
86,704.9027218,1.033249766,62,1.466969113,88,1.500285972,90,2.08406849,125,2.117432278,127,5,2.501209882,a,0,1,0.164372515,-1,-1,59.94404568,322
87,707.4046048,1.083328262,65,1.633760923,98,1.667078882,100,2.76796107,166,2.801386818,168,36,3.218556808,a,0,1,0.164372515,-1,-1,59.94404568,322
88,710.6238447,1.183325769,71,1.917220585,115,1.950687396,117,3.051457762,183,3.084913574,185,36,3.518737777,a,0,1,0.164372515,-1,-1,59.94404568,322
89,714.1432424,1.133388059,68,1.633708495,98,1.667060917,100,2.567779074,154,2.601115365,156,24,3.601897755,nope,0,0,0.164372515,1,1,59.94404568,322
90,717.7458408,1.18362274,71,1.90099863,114,1.934234463,116,2.834874528,170,2.86823025,172,24,3.25215964,a,0,1,0.164372515,1,-1,59.94404568,322
91,720.9986622,1.033190372,62,1.550361535,93,1.583616434,95,2.200848164,132,2.234180055,134,7,2.734819827,a,0,1,0.164372515,-1,-1,59.94404568,322
92,723.7341445,0.999881212,60,1.650323479,99,1.683745928,101,2.434280292,146,2.467722173,148,15,2.801548869,a,0,1,0.164372515,-1,-1,59.94404568,322
93,726.536354,1.049838719,63,1.650386906,99,1.683826586,101,2.367551983,142,2.400908072,144,11,3.401694862,nope,0,1,0,-1,-1,59.94404568,322
94,729.9387455,1.133549743,68,1.734042569,104,1.76733963,106,2.36789185,142,2.401248305,144,6,2.835122737,l,0,1,0.164372515,1,1,59.94404568,322
95,732.7745263,1.066612454,64,1.867259045,112,1.900621366,114,2.601172559,156,2.634566411,158,12,3.635227447,nope,0,0,0.163044265,1,1,59.94404568,322
96,736.4104672,1.100184122,66,1.850824077,111,1.884136536,113,2.951724962,177,2.985064553,179,34,3.452299106,a,0,1,0.163044265,-1,-1,59.94404568,322
97,739.863434,1.033293395,62,1.650440067,99,1.683696432,101,2.200850364,132,2.234143392,134,1,2.618089647,l,0,1,0.163044265,1,1,59.94404568,322
98,742.4821949,0.999773789,60,1.550145223,93,1.583508277,95,2.701053478,162,2.734383536,164,37,3.134975205,a,0,1,0.163044265,-1,-1,59.94404568,322
99,745.6179162,1.133331965,68,1.800481606,108,1.833877292,110,2.968128767,178,3.001425095,180,38,3.568768611,l,0,1,0.163044265,1,1,59.94404568,322
100,749.1873616,1.049918645,63,1.88396202,113,1.917268614,115,3.151638217,189,3.185020337,191,44,3.618903201,l,0,1,0.163044265,1,1,59.94404568,322
101,752.8069314,1.200031677,72,1.650438234,99,1.6836924,101,2.300836139,138,2.334304417,140,7,2.684753796,l,0,1,0.163044265,1,1,59.94404568,322
102,755.4923429,1.15002944,69,1.700399408,102,1.733744498,104,2.501316939,150,2.534366891,152,16,3.535218208,nope,0,1,0,1,1,59.94404568,322
103,759.0282332,1.083443017,65,1.867475357,112,1.900832546,114,2.984971795,179,3.01829672,181,35,3.402246641,a,0,1,0.163044265,-1,-1,59.94404568,322
104,762.4311522,1.149963447,69,1.83382743,110,1.867191585,112,2.667798945,160,2.701157234,162,18,3.085139052,a,0,1,0.163044265,-1,-1,59.94404568,322
105,765.5169966,1.166502538,70,1.683631172,101,1.717029057,103,2.567617756,154,2.60103324,156,21,2.984788113,a,0,1,0.163044265,-1,-1,59.94404568,322
106,768.5024495,1.133353962,68,1.817298604,109,1.850619496,111,2.818065963,169,2.851357525,171,28,3.218643333,a,0,1,0.163044265,-1,-1,59.94404568,322
107,771.7217692,1.099976242,66,1.80050947,108,1.833871059,110,2.634417192,158,2.66785174,160,18,3.001638841,l,0,1,0.163044265,1,1,59.94404568,322
108,774.7240618,1.116602225,67,1.934004219,116,1.967361041,118,3.168219105,190,3.201593525,192,42,3.552146661,a,0,1,0.163044265,-1,-1,59.94404568,322
109,791.9205742,1.066924824,64,1.584065557,95,1.617384249,97,2.3512655,141,2.384627089,143,14,2.685138392,l,0,1,0.163044265,-1,1,59.94404568,322
110,794.6064136,1.166634159,70,1.883851664,113,1.917143226,115,2.701195364,162,2.734461261,164,17,3.068302256,l,0,1,0.163044265,1,1,59.94404568,322
111,797.6753706,1.166660923,70,2.000666902,120,2.034007226,122,2.751248929,165,2.784595852,167,13,3.118481209,l,0,1,0.163044265,1,1,59.94404568,322
112,800.7945283,0.999817418,60,1.433494602,86,1.466868656,88,2.250847468,135,2.284155894,137,17,2.718117584,a,0,1,0.161716015,1,-1,59.94404568,322
113,803.5133351,1.066586423,64,1.500214113,90,1.533567635,92,2.751286325,165,2.784654146,167,43,3.785477599,nope,0,0,0.161716015,1,1,59.94404568,322
114,807.2994906,1.100051035,66,1.867291675,112,1.900714491,114,3.018211662,181,3.051554919,183,37,3.402103289,l,0,1,0.161716015,1,1,59.94404568,322
115,810.7022619,1.08337629,65,1.667123244,100,1.700399041,102,2.91812543,175,2.951484819,177,43,3.952181784,nope,0,1,0,-1,-1,59.94404568,322
116,814.6551406,1.100253782,66,1.633900243,98,1.667354589,100,2.501309239,150,2.534598235,152,20,2.968498331,a,0,1,0.161716015,-1,-1,59.94404568,322
117,817.624304,1.099964877,66,1.63379502,98,1.667103446,100,2.734664008,164,2.768014964,166,34,3.101806464,l,0,1,0.161716015,-1,1,59.94404568,322
118,820.7267704,1.149982145,69,1.567090174,94,1.600332974,96,2.851379156,171,2.884690882,173,45,3.285283285,a,0,1,0.161716015,1,-1,59.94404568,322
119,824.0127151,1.133268171,68,1.650335577,99,1.683695699,101,2.350999693,141,2.384362014,143,10,3.301940431,a,0,1,0.161716015,-1,-1,59.94404568,322
120,827.3153247,1.216756284,73,1.700359445,102,1.733716267,104,2.450933406,147,2.484293528,149,13,2.83492549,l,0,1,0.161716015,-1,1,59.94404568,322
121,830.1509053,1.133319132,68,1.900503678,114,1.933832636,116,2.751159471,165,2.78461125,167,19,3.318523518,a,0,1,0.161716015,-1,-1,59.94404568,322
122,833.4700913,1.016547157,61,1.56706341,94,1.600425732,96,2.551177289,153,2.584454185,155,27,2.918400037,l,0,1,0.161716015,1,1,59.94404568,322
123,836.3891473,1.133310333,68,1.733706368,104,1.767156681,106,2.651125667,159,2.684484322,161,23,3.068334153,l,0,1,0.161716015,1,1,59.94404568,322
124,839.4581436,1.100005206,66,1.68379029,101,1.717197707,103,2.267590406,136,2.300979491,138,3,3.301659959,nope,0,1,0,1,1,59.94404568,322
125,842.7604822,1.133590439,68,1.78402684,107,1.817389162,109,2.868306143,172,2.901625569,174,33,3.352261637,l,0,1,0.161716015,-1,1,59.94404568,322
126,846.1134334,1.033239867,62,1.566963687,94,1.600247916,96,2.38426999,143,2.417710037,145,17,2.851499044,a,0,1,0.161716015,-1,-1,59.94404568,322
127,848.9655946,1.200273653,72,1.983947795,119,2.017323682,121,3.051451162,183,3.084918707,185,32,4.08561164,nope,0,0,0.161716015,-1,-1,59.94404568,322
128,853.0519029,1.000074059,60,1.583917438,95,1.617285259,97,2.534598968,152,2.568000886,154,25,2.968475233,a,0,1,0.161716015,-1,-1,59.94404568,322
129,856.0211143,1.083252736,65,1.566960387,94,1.6004151,96,2.267465018,136,2.301000756,138,10,3.301670957,nope,0,0,0.161716015,1,1,59.94404568,322
130,859.3234855,1.050185185,63,1.5171312,91,1.550487656,93,2.100932783,126,2.134312336,128,3,2.751743514,l,0,1,0.160965265,-1,1,59.94404568,322
