Trial,ButtonPressTimeinOverallExp,squareStartTime,squareStartFrame,flash_circleStartTime,flash_circleStartFrame,flash_circleEndTime,flash_circleEndFrame,lilsquareStartTime,lilsquareStartFrame,lilsquareEndTime,lilsquareEndFrame,lilafterflash,ButtonPressTime,Key,false_presses,Acc,Opacity,FlashSide,CorrSide,frameRate,participant
300,1478.625763,1.133233341,68,1.750429142,105,1.783792196,107,2.284139763,137,2.317539114,139,0,2.884907928,l,0,1,0.153631015,-1,1,59.94404568,322
301,1481.51134,1.049856317,63,1.617016885,97,1.650422102,99,2.250780007,135,2.284250119,137,6,2.651346379,l,0,1,0.153631015,1,1,59.94404568,322
302,1484.163401,1.033197338,62,1.833720007,110,1.867090761,112,2.567727746,154,2.600986311,156,12,3.034921603,a,0,1,0.153631015,-1,-1,59.94404568,322
303,1487.199077,1.133296768,68,1.550304707,93,1.583666295,95,2.250859566,135,2.284236553,137,10,2.66806402,l,0,1,0.153631015,-1,1,59.94404568,322
304,1489.867801,1.100093198,66,1.533725653,92,1.567157634,94,2.45109509,147,2.484424048,149,23,3.485231003,nope,0,1,0,-1,-1,59.94404568,322
305,1493.353714,1.166875402,70,1.88410354,113,1.917462561,115,2.601334244,156,2.6346841,158,11,3.635471257,nope,0,0,0.153631015,1,-1,59.94404568,322
306,1496.98991,1.016723873,61,1.500413926,90,1.533756083,92,2.601250285,156,2.634639004,158,34,3.018462438,a,0,1,0.153631015,-1,-1,59.94404568,322
307,1500.009146,1.116735679,67,1.583612767,95,1.617085445,97,2.651203026,159,2.684611177,161,32,3.685347739,nope,0,1,0,1,1,59.94404568,322
308,1503.695161,1.100158458,66,1.583866476,95,1.617163171,97,2.284365974,137,2.317817754,139,10,2.835123104,a,0,1,0.152880265,-1,-1,59.94404568,322
309,1506.530978,1.199806199,72,1.65013943,99,1.683495519,101,2.95109179,177,2.984456679,179,46,3.985279765,nope,0,1,0,1,1,59.94404568,322
310,1510.517158,1.21689047,73,1.884074209,113,1.917534055,115,2.951629272,177,2.984928533,179,32,3.302177642,l,0,1,0.152880265,1,1,59.94404568,322
311,1513.820014,1.21668589,73,1.800541001,108,1.833904422,110,3.0013745,180,3.034713724,182,40,3.368618512,l,0,1,0.152880265,1,1,59.94404568,322
312,1517.18929,1.049915345,63,1.66699859,100,1.700373377,102,2.534405387,152,2.567835169,154,20,3.151792936,l,0,1,0.152880265,1,1,59.94404568,322
313,1520.34175,1.150026874,69,1.867279576,112,1.90048058,114,2.967982848,178,3.001404563,180,34,3.485443649,a,0,1,0.152880265,-1,-1,59.94404568,322
314,1523.827867,1.083224505,65,1.70037301,102,1.733799126,104,2.450960903,147,2.48427043,149,13,3.485061986,nope,0,0,0.152880265,1,-1,59.94404568,322
315,1527.313637,1.133499148,68,1.817366797,109,1.850726919,111,2.367835022,142,2.40127177,144,1,2.885168969,a,0,1,0.152880265,-1,-1,59.94404568,322
316,1530.199477,1.149942916,69,1.850485309,111,1.883843965,113,2.901317965,174,2.934682853,176,31,3.935464144,nope,0,0,0.152880265,-1,-1,59.94404568,322
317,1534.13564,1.216901469,73,1.667329658,100,1.700682447,102,2.484668225,149,2.517992417,151,17,3.518719079,nope,0,1,0,1,1,59.94404568,322
318,1537.655068,1.200239557,72,1.967505861,118,2.000919877,120,2.935021254,176,2.968387975,178,26,3.35223194,l,0,1,0.152880265,-1,1,59.94404568,322
319,1541.007973,1.183332001,71,1.800444577,108,1.833817531,110,2.651080938,159,2.684510353,161,19,2.984943198,l,0,1,0.152880265,1,1,59.94404568,322
320,1543.99358,1.083261901,65,1.750564428,105,1.783807595,107,2.350939199,141,2.384300787,143,4,2.834861696,l,0,1,0.152880265,-1,1,59.94404568,322
321,1546.829135,1.150016975,69,1.666966326,100,1.700421772,102,2.400994963,144,2.434327588,146,12,3.435113645,nope,0,0,0.152880265,-1,-1,59.94404568,322
322,1550.264997,1.216941432,73,1.867480123,112,1.900819347,114,2.734832659,164,2.768190947,166,20,3.101950917,l,0,1,0.152880265,1,1,59.94404568,322
323,1553.367621,1.08334476,65,1.81709989,109,1.85050914,111,2.48447721,149,2.517798102,151,8,3.518586725,nope,0,1,0,1,1,59.94404568,322
324,1556.886913,1.033308794,62,1.700544594,102,1.73389775,104,3.001428394,180,3.034791083,182,46,3.385340919,l,0,1,0.152880265,-1,1,59.94404568,322
325,1575.284407,1.01692662,61,1.533905302,92,1.567252959,94,2.067668718,124,2.101087868,126,0,2.58509029,a,0,1,0.152880265,1,-1,59.94404568,322
326,1577.870222,1.166623893,70,1.850524906,111,1.883792636,113,3.134807288,188,3.168130013,190,45,3.668769418,a,0,1,0.152880265,-1,-1,59.94404568,322
327,1581.539657,1.183495519,71,1.817253142,109,1.850605564,111,2.784682743,167,2.818075495,169,26,3.818726632,nope,0,1,0,-1,-1,59.94404568,322
328,1585.359059,1.216944365,73,1.850775681,111,1.884153768,113,3.085192947,185,3.118514939,187,42,3.435626561,l,0,1,0.152129515,-1,1,59.94404568,322
329,1588.795367,0.999923374,60,1.633674031,98,1.667031587,100,2.467726572,148,2.501024,150,18,2.801594332,l,0,1,0.152129515,-1,1,59.94404568,322
330,1591.597623,1.183330535,71,1.86713329,112,1.900510277,114,2.784546356,167,2.817880081,169,23,3.135075295,l,0,1,0.152129515,1,1,59.94404568,322
331,1594.733353,1.049940276,63,1.633671832,98,1.667138643,100,2.601073202,156,2.634451289,158,26,3.335364714,a,0,1,0.152129515,-1,-1,59.94404568,322
332,1598.069386,1.049832853,63,1.650306614,99,1.683661236,101,2.217444083,133,2.250740778,135,2,2.734710204,a,0,1,0.152129515,1,-1,59.94404568,322
333,1600.804762,0.999870213,60,1.767249439,106,1.800545767,108,2.634482453,158,2.667891336,160,20,3.001708134,l,0,1,0.152129515,1,1,59.94404568,322
334,1603.807136,1.133338197,68,1.733807192,104,1.767169513,106,2.984729085,179,3.018218261,181,43,3.485413952,l,0,1,0.152129515,-1,1,59.94404568,322
335,1607.293221,1.016574288,61,1.567005483,94,1.600429765,96,2.651184328,159,2.684550316,161,33,3.235227887,a,0,1,0.152129515,-1,-1,59.94404568,322
336,1610.529123,1.08324137,65,1.883792636,113,1.917176956,115,2.517742008,151,2.55099214,153,6,2.901595505,l,0,1,0.152129515,-1,1,59.94404568,322
337,1613.431402,1.11647977,67,1.833708641,110,1.867169953,112,3.001385865,180,3.034747087,182,38,3.351965765,l,0,1,0.152129515,1,1,59.94404568,322
338,1616.784095,0.999780021,60,1.533579001,92,1.566892927,94,2.601098866,156,2.63443809,158,32,3.034869908,l,0,1,0.152129515,1,1,59.94404568,322
339,1619.819623,1.166695753,70,1.783955714,107,1.817292005,109,2.484475377,149,2.517871795,151,10,3.518617156,nope,0,0,0.152129515,1,-1,59.94404568,322
340,1623.338914,1.133571741,68,1.93417177,116,1.967531158,118,2.718159014,163,2.751482839,165,15,3.252076048,l,0,1,0.152129515,-1,1,59.94404568,322
341,1626.591664,1.049868416,63,1.85065396,111,1.883942589,113,2.851364857,171,2.88471728,173,28,3.502082097,a,0,1,0.152129515,-1,-1,59.94404568,322
342,1630.094405,1.200075306,72,1.833901489,110,1.867261611,112,2.400895973,144,2.434374883,146,2,3.435158374,nope,0,0,0.152129515,-1,-1,59.94404568,322
343,1633.530228,1.133558176,68,1.917512423,115,1.950867779,117,3.101748537,186,3.135229647,188,39,3.552372873,l,0,1,0.152129515,1,1,59.94404568,322
344,1637.083263,1.21662393,73,1.633703362,98,1.666991991,100,2.667867139,160,2.701224694,162,30,3.185129593,a,0,1,0.151090015,-1,-1,59.94404568,322
345,1640.269067,1.166699786,70,1.81719888,109,1.850569268,111,2.717804115,163,2.751197234,165,22,3.168504343,a,0,1,0.151090015,-1,-1,59.94404568,322
346,1643.438241,1.099929314,66,1.800414513,108,1.833834762,110,2.801193971,168,2.834620453,170,28,3.28523049,a,0,1,0.151090015,1,-1,59.94404568,322
347,1646.724136,1.116563362,67,1.733715534,104,1.767076756,106,2.584492315,155,2.617806241,157,19,3.618561868,nope,0,0,0.151090015,-1,1,59.94404568,322
348,1650.34339,1.066914191,64,1.750643987,105,1.784101633,107,2.401179745,144,2.434516036,146,7,2.785144332,l,0,1,0.151090015,1,1,59.94404568,322
349,1653.129203,1.133203644,68,1.717052521,103,1.750349583,105,2.851277599,171,2.884635521,173,36,3.885394447,nope,0,0,0.151090015,1,1,59.94404568,322
350,1657.015284,1.016808198,61,1.767393525,106,1.800754013,108,2.951590409,177,2.984934765,179,39,3.352178778,l,0,1,0.151090015,1,1,59.94404568,322
351,1660.36813,1.116606991,67,1.550231747,93,1.583734489,95,2.868045101,172,2.901397891,174,47,3.318605277,a,0,1,0.151090015,1,-1,59.94404568,322
352,1663.687407,1.11665172,67,1.733727999,104,1.767102786,106,2.917992343,175,2.951460988,177,39,3.401963236,a,0,1,0.151090015,-1,-1,59.94404568,322
353,1667.090036,1.183422926,71,1.950597205,117,1.983977492,119,2.617941528,157,2.651233457,159,8,3.0017085,l,0,1,0.151090015,1,1,59.94404568,322
354,1670.092405,1.216680391,73,2.000689633,120,2.034021524,122,2.617740248,157,2.6511341,159,5,3.10181563,l,0,1,0.151090015,1,1,59.94404568,322
355,1673.194895,1.183282506,71,2.000570111,120,2.03399806,122,3.201574094,192,3.234935315,194,40,4.235637047,nope,0,1,0,-1,-1,59.94404568,322
356,1677.43132,1.100117029,66,1.850733885,111,1.884007482,113,3.168325428,190,3.201686283,192,47,3.669027159,a,0,1,0.151090015,-1,-1,59.94404568,322
357,1681.101063,1.049871716,63,1.550370334,93,1.583722023,95,2.234204986,134,2.26778472,136,9,2.668075752,l,0,1,0.151090015,1,1,59.94404568,322
358,1683.769793,1.116618724,67,1.767131017,106,1.800487839,108,2.36758498,142,2.400979198,144,4,3.401765255,nope,0,0,0.151090015,-1,-1,59.94404568,322
359,1687.172252,1.150291582,69,1.68399597,101,1.717359758,103,2.768112488,166,2.801558768,168,33,3.802274432,nope,0,1,0,1,1,59.94404568,322
360,1690.975227,1.100191821,66,1.533870472,92,1.567226194,94,2.317771558,139,2.351128014,141,15,2.801872238,l,0,1,0.151090015,1,1,59.94404568,322
361,1693.777769,1.099849755,66,1.917180989,115,1.950463385,117,2.851169076,171,2.884624522,173,24,3.301753083,a,0,1,0.151090015,-1,-1,59.94404568,322
362,1697.080186,1.049992337,63,1.466900553,88,1.50037433,90,2.03402629,122,2.067390445,124,2,2.417974378,l,0,1,0.150339265,1,1,59.94404568,322
363,1699.498835,1.183277007,71,1.883872562,113,1.91727668,115,3.185012271,191,3.218312632,193,46,3.685497324,a,0,1,0.150339265,-1,-1,59.94404568,322
364,1703.185014,1.20003461,72,1.667010322,100,1.700375943,102,2.400916504,144,2.434402014,146,12,3.435122077,nope,0,0,0.150339265,1,-1,59.94404568,322
365,1706.620823,1.150158128,69,1.817481553,109,1.850724353,111,2.484539537,149,2.517895259,151,8,2.985179308,l,0,1,0.150339265,-1,1,59.94404568,322
366,1709.606675,1.050027167,63,1.700501331,102,1.73385962,104,2.467684777,148,2.501044898,150,14,2.918390871,a,0,1,0.150339265,-1,-1,59.94404568,322
367,1712.525744,1.099835823,66,1.533495042,92,1.566978719,94,2.184019434,131,2.217366358,133,7,2.634431124,a,0,1,0.150339265,-1,-1,59.94404568,322
368,1715.160853,1.050086928,63,1.467095601,88,1.500453523,90,2.634778324,158,2.66812928,160,38,3.118691655,a,0,1,0.150339265,1,-1,59.94404568,322
369,1718.280208,0.999907609,60,1.633710694,98,1.667072283,100,2.884670351,173,2.918029373,175,43,3.468669181,a,0,1,0.150339265,-1,-1,59.94404568,322
370,1721.749546,1.166651024,70,1.883880628,113,1.917300144,115,2.651211092,159,2.684632075,161,14,3.285259087,l,0,1,0.150339265,1,1,59.94404568,322
371,1725.03547,1.066630419,64,1.73382259,104,1.767181246,106,2.95144229,177,2.984806444,179,41,3.618840874,a,0,1,0.150339265,-1,-1,59.94404568,322
372,1728.65498,1.049879048,63,1.566935456,94,1.600421332,96,2.21751081,133,2.250867266,135,7,3.251628025,nope,0,0,0.150339265,1,-1,59.94404568,322
373,1731.907312,1.200282819,72,2.034268267,122,2.067628755,124,3.268524582,196,3.301860139,198,42,4.302580569,nope,0,1,0,1,1,59.94404568,322
374,1736.210568,1.150335211,69,1.850821143,111,1.884265224,113,2.451331201,147,2.484692422,149,4,3.168890406,a,0,1,0.150339265,1,-1,59.94404568,322
375,1739.380154,1.033137943,62,1.666969993,100,1.70037301,102,2.917822593,175,2.951261541,177,43,3.418673177,a,0,1,0.150339265,-1,-1,59.94404568,322
376,1742.799496,1.083195541,65,1.700289052,102,1.733743031,104,2.267493982,136,2.300837972,138,2,2.784760469,l,0,1,0.150339265,1,1,59.94404568,322
377,1745.584928,1.216642628,73,1.633653133,98,1.667010689,100,2.384224528,143,2.417586483,145,13,3.418383172,nope,0,0,0.150339265,-1,-1,59.94404568,322
378,1749.004013,1.066670382,64,1.900681494,114,1.933933459,116,3.001430228,180,3.034858543,182,34,3.518789106,a,0,1,0.150339265,1,-1,59.94404568,322
379,1772.839273,1.166990157,70,1.934245829,116,1.967612184,118,2.968413639,178,3.001756896,180,30,3.368923549,l,0,1,0.149588515,-1,1,59.94404568,322
380,1776.208923,1.216747484,73,1.6336579,98,1.667114445,100,2.801251898,168,2.834587089,170,38,3.83543034,nope,0,1,0,1,1,59.94404568,322
381,1780.04502,1.100141226,66,1.767366028,106,1.800740081,108,3.068464307,184,3.1017797,186,46,4.102481432,nope,0,0,0.149588515,-1,-1,59.94404568,322
382,1784.148205,1.216979562,73,1.750670751,105,1.784023541,107,2.684750497,161,2.718111352,163,24,3.718904741,nope,0,0,0.149588515,1,1,59.94404568,322
383,1787.867822,1.08334256,65,1.733933679,104,1.767319099,106,2.467818597,148,2.501153788,150,12,2.868360038,l,0,1,0.149588515,-1,1,59.94404568,322
384,1790.736927,1.116644388,67,1.667114079,100,1.700434238,102,2.551093697,153,2.584543643,155,21,2.951742194,l,0,1,0.149588515,1,1,59.94404568,322
385,1793.689325,1.166658356,70,1.650363441,99,1.683806788,101,2.334298184,140,2.367600011,142,9,2.6847109,l,0,1,0.149588515,-1,1,59.94404568,322
386,1796.374696,1.016606918,61,1.78385819,107,1.817176149,109,2.901336663,174,2.934712917,176,35,3.351958433,l,0,1,0.149588515,1,1,59.94404568,322
387,1799.727309,1.116644388,67,1.950684097,117,1.983968693,119,2.767993333,166,2.801368854,168,17,3.184912181,l,0,1,0.149588515,1,1,59.94404568,322
388,1802.912919,1.166936996,70,1.884117472,113,1.917461462,115,2.634701698,158,2.668051554,160,13,3.035267703,l,0,1,0.149588515,1,1,59.94404568,322
389,1805.948846,1.133357262,68,1.750526665,105,1.783814928,107,2.717865709,163,2.75133912,165,26,3.135104992,l,0,1,0.149588515,1,1,59.94404568,322
390,1809.084616,1.016626716,61,1.617112942,97,1.650471231,99,2.751360751,165,2.784627749,167,36,3.251757446,l,0,1,0.149588515,1,1,59.94404568,322
391,1812.337037,1.016667412,61,1.75058166,105,1.783940315,107,2.417776031,145,2.451148618,147,8,2.835003215,l,0,1,0.149588515,1,1,59.94404568,322
392,1815.172719,1.04992671,63,1.500271674,90,1.533633629,92,2.184296241,131,2.217484046,133,9,2.584740891,l,0,1,0.149588515,1,1,59.94404568,322
393,1817.758117,1.049893714,63,1.466983778,88,1.500269107,90,2.117394148,127,2.150805598,129,7,3.151590189,nope,0,1,0,1,1,59.94404568,322
394,1820.91038,1.20020436,72,1.917415999,115,1.950825616,117,2.467893756,148,2.501213182,150,1,3.501973208,nope,0,1,0,-1,-1,59.94404568,322
395,1824.41309,1.133535078,68,1.600568718,96,1.63395707,98,2.701466304,162,2.734791963,164,34,3.73557142,nope,0,1,0,1,1,59.94404568,322
396,1828.149392,1.1668974,70,1.850811244,111,1.884139469,113,2.734793062,164,2.768145118,166,21,3.001874951,l,0,0,0.149588515,-1,-1,59.94404568,322
397,1831.151936,1.033317226,62,1.617081045,97,1.65034401,99,2.801345389,168,2.834705144,170,39,3.518800105,l,0,1,0.149588515,1,1,59.94404568,322
398,1834.671402,1.166759913,70,1.633729026,98,1.667084382,100,2.651217692,159,2.684470024,161,29,3.552218154,a,0,1,0.149588515,1,-1,59.94404568,322
399,1838.224285,1.016463199,61,1.483404448,89,1.516743671,91,2.500983304,150,2.534276699,152,29,3.285109868,l,0,1,0.148837765,1,1,59.94404568,322
400,1841.510067,1.099915015,66,1.917245883,115,1.950685197,117,3.101484562,186,3.134790423,188,39,4.135709567,nope,0,1,0,-1,-1,59.94404568,322
401,1845.646443,1.03334729,62,1.817330868,109,1.850784847,111,2.45123881,147,2.484591965,149,6,3.218726925,a,0,1,0.148837765,1,-1,59.94404568,322
402,1848.865841,1.133294202,68,1.71713208,103,1.750420342,105,2.751222898,165,2.784654879,167,30,3.20202285,l,0,1,0.148837765,1,1,59.94404568,322
403,1852.068541,1.149807262,69,1.800317722,108,1.83372514,110,2.817703365,169,2.851130213,171,29,3.218385958,a,0,1,0.148837765,-1,-1,59.94404568,322
404,1855.287628,0.999771589,60,1.550175653,93,1.583521843,95,2.767804518,166,2.801216335,168,41,3.218484582,a,0,1,0.148837765,1,-1,59.94404568,322
405,1858.506786,1.166631592,70,1.633689063,98,1.666974392,100,2.450996466,147,2.484281429,149,17,3.485136779,nope,0,0,0.148837765,1,1,59.94404568,322
406,1861.992586,1.000115489,60,1.683976539,101,1.717229238,103,2.234343206,134,2.267770055,136,1,2.71843692,a,0,1,0.148837765,-1,-1,59.94404568,322
407,1864.711695,1.116595626,67,1.600217119,96,1.633578341,98,2.617740614,157,2.651096703,159,29,3.185042702,a,0,1,0.148837765,-1,-1,59.94404568,322
408,1867.897399,1.083255302,65,1.883874029,113,1.917289878,115,2.834600288,170,2.86795601,172,25,3.368657375,a,0,1,0.148837765,-1,-1,59.94404568,322
409,1871.266731,1.133326832,68,1.883852397,113,1.917245883,115,3.134905911,188,3.16829793,190,43,3.718936271,a,0,1,0.148837765,1,-1,59.94404568,322
410,1874.986329,1.166582464,70,1.833771702,110,1.867143189,112,2.617782044,157,2.651142532,159,15,3.10171664,l,0,1,0.148837765,1,1,59.94404568,322
411,1878.088727,1.033215303,62,1.600462028,96,1.633756157,98,2.767956303,166,2.801293694,168,38,3.302044188,a,0,1,0.148837765,-1,-1,59.94404568,322
412,1881.391429,1.216714854,73,1.816981468,109,1.850366154,111,2.851250835,171,2.884677684,173,30,3.285128566,l,0,1,0.148837765,1,1,59.94404568,322
413,1884.677221,1.149948415,69,1.783794396,107,1.817234077,109,2.918084734,175,2.951452555,177,36,3.418684543,a,0,1,0.148837765,1,-1,59.94404568,322
414,1888.096575,1.066636652,64,1.533699622,92,1.566885961,94,2.617762246,157,2.651185061,159,33,3.251877701,a,0,1,0.148837765,-1,-1,59.94404568,322
415,1891.349121,1.166715184,70,1.800461442,108,1.833856394,110,2.584388925,155,2.617738048,157,15,3.46871281,a,0,1,0.148837765,-1,-1,59.94404568,322
416,1894.818505,0.999832083,60,1.416888051,85,1.450246706,87,2.417626079,145,2.451030196,147,28,2.818328104,l,0,1,0.147509515,1,1,59.94404568,322
417,1897.637499,1.166564499,70,1.583525509,95,1.616881598,97,2.484214335,149,2.51757959,151,22,2.91813313,a,0,1,0.147509515,1,-1,59.94404568,322
418,1900.556291,1.099949845,66,1.700428005,102,1.73389225,104,2.567792273,154,2.601254318,156,20,3.068182368,a,0,1,0.147509515,-1,-1,59.94404568,322
419,1903.625172,1.216910635,73,1.950827816,117,1.984182439,119,3.051685806,183,3.085052527,185,34,3.452184351,l,0,1,0.147509515,1,1,59.94404568,322
420,1907.078142,1.049910579,63,1.700280986,102,1.733597112,104,2.284123264,137,2.317487786,139,3,3.018313585,a,0,1,0.147509515,-1,-1,59.94404568,322
421,1910.097203,1.049789224,63,1.63358604,98,1.667084382,100,2.867964809,172,2.901387625,174,42,3.351914804,l,0,1,0.147509515,1,1,59.94404568,322
422,1913.449796,1.099879818,66,1.566946088,94,1.600400801,96,2.100663675,126,2.134036263,128,0,2.568004552,l,0,1,0.147509515,1,1,59.94404568,322
423,1916.018471,1.033188539,62,1.533672858,92,1.566996317,94,2.484390685,149,2.51775264,151,25,3.51843604,nope,0,0,0.147509515,1,1,59.94404568,322
424,1919.537589,1.116949425,67,1.667374753,100,1.700795736,102,2.801525772,168,2.834873795,170,36,3.535703994,a,0,1,0.147509515,-1,-1,59.94404568,322
425,1923.073972,1.099952045,66,1.683766092,101,1.717125481,103,2.417615447,145,2.450986567,147,12,2.884932859,l,0,1,0.147509515,1,1,59.94404568,322
426,1925.959572,0.999943539,60,1.833831463,110,1.867151988,112,2.91802204,175,2.951478953,177,33,3.952174818,nope,0,0,0.147509515,1,1,59.94404568,322
427,1929.912442,1.183528515,71,1.633993367,98,1.667246433,100,2.484645127,149,2.517913958,151,19,3.51870698,nope,1,0,0.147509515,-1,-1,59.94404568,322
428,1933.431832,1.166985025,70,1.650679844,99,1.683949774,101,2.267808918,136,2.301211569,138,5,3.301942264,nope,1,1,0,-1,-1,59.94404568,322
429,1936.734468,1.083444117,65,1.800684353,108,1.834141999,110,2.951656402,177,2.985044755,179,37,3.702452541,a,0,1,0.147509515,-1,-1,59.94404568,322
430,1940.437588,1.150096167,69,1.967341977,118,2.000725196,120,2.50109366,150,2.534475047,152,0,3.535229573,nope,0,0,0.147509515,-1,-1,59.94404568,322
431,1943.973493,1.133519313,68,1.633914541,98,1.667223701,100,2.934983857,176,2.968265887,178,46,3.385541833,a,0,1,0.147509515,-1,-1,59.94404568,322
432,1947.35971,1.033238034,62,1.667104913,100,1.700432038,102,2.367608811,142,2.400900006,144,10,2.784860193,l,0,1,0.147509515,1,1,59.94404568,322
