Trial,ButtonPressTimeinOverallExp,squareStartTime,squareStartFrame,flash_circleStartTime,flash_circleStartFrame,flash_circleEndTime,flash_circleEndFrame,lilsquareStartTime,lilsquareStartFrame,lilsquareEndTime,lilsquareEndFrame,lilafterflash,ButtonPressTime,Key,false_presses,Acc,Opacity,FlashSide,CorrSide,date,frameRate,participant
267,1547.494329,1.166314762,70,1.833478825,110,1.866717946,112,3.051016319,183,3.08443069,185,41,4.085214914,nope,0,1,0,1,1,NA,59.96027619,223
268,1551.580819,1.049491868,63,1.800180309,108,1.833368835,110,2.617458082,157,2.650825891,159,17,2.950939657,a,0,1,0.125170249,1,-1,NA,59.96027619,223
269,1554.549977,1.116099165,67,1.583169297,95,1.616356356,97,3.134286989,188,3.167679362,190,61,4.168503915,nope,0,0,0.125170249,-1,1,NA,59.96027619,223
270,1558.71976,1.049458505,63,1.483203357,89,1.516434779,91,2.317226261,139,2.35049838,141,18,2.717538778,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
271,1561.455293,1.149547999,69,1.933519557,116,1.966763812,118,3.734898016,224,3.768244927,226,76,4.769041249,nope,0,1,0,1,1,NA,59.96027619,223
272,1566.225613,1.066216468,64,1.533251404,92,1.566552119,94,3.234597929,194,3.267988469,196,70,3.634873415,l,0,1,0.125170249,1,1,NA,59.96027619,223
273,1569.878581,1.066087414,64,1.833423463,110,1.866618223,112,2.767386644,166,2.800760686,168,24,3.134359582,a,0,1,0.125170249,1,-1,NA,59.96027619,223
274,1573.031108,1.099373465,66,1.516344221,91,1.549691132,93,3.20102114,192,3.234411314,194,69,3.651378404,l,0,1,0.137687274,-1,1,NA,59.96027619,223
275,1576.70061,1.03263418,62,1.533066988,92,1.56643993,94,2.400545693,144,2.433784448,146,20,3.434668029,nope,0,0,0.131428761,1,-1,NA,59.96027619,223
276,1580.136555,1.099506918,66,1.716615968,103,1.749943081,105,3.484690045,209,3.518127147,211,74,4.518875074,nope,0,0,0.118911736,1,1,NA,59.96027619,223
277,1584.65671,1.098859448,66,1.532487345,92,1.565781827,94,3.000334001,180,3.033661847,182,56,3.46743273,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
278,1588.142868,1.149541766,69,1.766610853,106,1.799904603,108,2.48388749,149,2.517195538,151,11,2.934250253,a,0,1,0.118911736,1,-1,NA,59.96027619,223
279,1591.095136,1.149521968,69,1.816706196,109,1.850024143,111,2.750759201,165,2.784111978,167,24,3.167806583,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
280,1594.280977,1.099492253,66,1.733298406,104,1.766573457,106,3.051026585,183,3.0843328,185,47,3.501339486,l,0,1,0.125170249,1,1,NA,59.96027619,223
281,1597.800522,1.08269066,65,1.900054225,114,1.933248984,116,3.06756897,184,3.100955843,186,38,3.384449498,a,0,1,0.131428761,1,-1,NA,59.96027619,223
282,1601.203065,1.032815296,62,1.816721961,109,1.849959249,111,2.850883159,171,2.884197806,173,30,3.885025659,nope,0,0,0.125170249,1,1,NA,59.96027619,223
283,1605.089379,1.016179787,61,1.816782088,109,1.850077671,111,2.867618758,172,2.901013331,174,31,3.90174366,nope,0,0,0.125170249,-1,1,NA,59.96027619,223
284,1608.992421,1.166284332,70,1.983607934,119,2.016829457,121,3.284584748,197,3.317979688,199,46,3.684965091,a,0,1,0.131428761,-1,-1,NA,59.96027619,223
285,1612.695441,1.032705307,62,1.599773275,96,1.633075457,98,3.434606435,206,3.467906417,208,78,3.818224047,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
286,1616.531798,1.066080815,64,1.816695563,109,1.849891789,111,2.383807528,143,2.417064981,145,2,3.050951792,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
287,1619.600839,1.166243636,70,1.716553274,103,1.749893585,105,3.134385979,188,3.167721158,190,53,4.168550111,nope,0,0,0.125170249,-1,1,NA,59.96027619,223
288,1623.770673,1.116172858,67,1.950250757,117,1.983462748,119,2.717570308,163,2.750857091,165,14,3.751561023,nope,0,0,0.131428761,-1,-1,NA,59.96027619,223
289,1627.523528,1.066172839,64,1.599984821,96,1.633242641,98,2.667496597,160,2.700833609,162,32,3.701650096,nope,0,0,0.112653224,-1,1,NA,59.96027619,223
290,1631.226481,1.06616624,64,1.516509938,91,1.549791222,93,3.117742038,187,3.15118244,189,64,4.151968496,nope,0,1,0,1,1,NA,59.96027619,223
291,1635.379754,1.199597146,72,1.98354414,119,2.016807092,121,3.784924432,227,3.818328537,229,76,4.819166289,nope,0,0,0.118911736,-1,1,NA,59.96027619,223
292,1640.200234,1.082692126,65,1.733211881,104,1.766492065,106,2.634004867,158,2.667258287,160,22,3.084272672,a,0,1,0.118911736,1,-1,NA,59.96027619,223
293,1643.302613,1.032747103,62,1.800073253,108,1.833307608,110,3.034372011,182,3.067683725,184,42,3.434661796,a,0,1,0.131428761,-1,-1,NA,59.96027619,223
294,1646.755533,1.166105049,70,1.783157271,107,1.816445888,109,3.117607484,187,3.150965027,189,48,3.551178553,l,0,1,0.125170249,-1,1,NA,59.96027619,223
295,1650.324753,1.182712694,71,1.916635839,115,1.949908691,117,3.050808806,183,3.084187614,185,36,3.384479929,a,0,1,0.125170249,1,-1,NA,59.96027619,223
296,1653.727609,1.082714124,65,1.78326836,107,1.816505648,109,3.517947498,211,3.551283776,213,72,3.868178237,l,0,1,0.131428761,-1,1,NA,59.96027619,223
297,1657.613867,0.999411924,60,1.433161542,86,1.466423395,88,2.650695737,159,2.684038615,161,41,3.067719288,l,0,1,0.131428761,-1,1,NA,59.96027619,223
298,1660.699653,1.066083748,64,1.616530873,97,1.649863118,99,3.21779267,193,3.251151679,195,64,3.668147,l,0,1,0.118911736,1,1,NA,59.96027619,223
299,1664.385836,1.166170676,70,1.766628452,106,1.799956298,108,2.800780484,168,2.83414426,170,30,3.117637915,a,0,1,0.125170249,1,-1,NA,59.96027619,223
300,1667.521708,1.016035334,61,1.533050856,92,1.566330307,94,2.867473939,172,2.900833682,174,48,3.284505189,a,0,1,0.131428761,1,-1,NA,59.96027619,223
301,1670.824302,1.099434325,66,1.900052025,114,1.933350907,116,2.784025086,167,2.817435424,169,21,3.818213048,nope,0,1,0,-1,-1,NA,59.96027619,223
302,1674.643795,1.066206203,64,1.58330165,95,1.616547004,97,3.01768114,181,3.051111276,183,54,3.334596499,l,0,1,0.131428761,-1,1,NA,59.96027619,223
303,1677.996648,1.049280689,63,1.78313894,107,1.816466786,109,3.501243795,210,3.534599872,212,71,3.968275797,l,0,1,0.131428761,1,1,NA,59.96027619,223
304,1681.982953,0.999410458,60,1.766673547,106,1.799921101,108,3.084373496,185,3.117735438,187,47,4.118608753,nope,0,0,0.118911736,-1,-1,NA,59.96027619,223
305,1686.102878,0.999239974,60,1.76650343,106,1.799738519,108,2.416944726,145,2.450372295,147,7,3.451156152,nope,0,0,0.118911736,-1,1,NA,59.96027619,223
306,1689.555497,1.06616624,64,1.599894264,96,1.63315135,98,2.650734967,159,2.684073812,161,31,3.101136959,a,0,1,0.125170249,1,-1,NA,59.96027619,223
307,1692.674641,1.132833298,68,1.549866381,93,1.583177362,95,2.133689014,128,2.166963332,130,3,3.051089645,l,0,1,0.131428761,1,1,NA,59.96027619,223
308,1695.743752,1.066172473,64,1.833423097,110,1.866599891,112,2.700675224,162,2.73406943,164,20,3.084364697,l,0,1,0.125170249,1,1,NA,59.96027619,223
309,1739.460917,1.049655385,63,1.816928741,109,1.850166029,111,3.33478678,200,3.368116093,202,59,3.70173882,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
310,1743.180826,1.032707507,62,1.749992209,105,1.783230231,107,3.417939762,205,3.451329569,207,68,4.452121858,nope,0,0,0.118911736,1,-1,NA,59.96027619,223
311,1747.634277,1.049471337,63,1.616549571,97,1.649841854,99,3.351320733,201,3.384632814,203,72,3.718213745,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
312,1751.370622,1.166148312,70,1.583154265,95,1.616400719,97,2.300328611,138,2.333738583,140,11,2.784088147,l,0,1,0.131428761,1,1,NA,59.96027619,223
313,1754.17289,1.149457441,69,1.766505264,106,1.799799013,108,2.817384829,169,2.850694711,171,31,3.167659931,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
314,1757.358583,1.032730604,62,1.516546235,91,1.54974466,93,2.734096928,164,2.767484901,166,41,3.117756336,l,0,1,0.112653224,1,1,NA,59.96027619,223
315,1760.494325,1.132699111,68,1.549675733,93,1.583083505,95,2.400345513,144,2.433807546,146,19,2.784054783,l,0,1,0.125170249,1,1,NA,59.96027619,223
316,1763.296588,1.049412676,63,1.566555785,94,1.599754211,96,3.184456024,191,3.2178264,193,65,3.484738807,l,0,1,0.118911736,-1,1,NA,59.96027619,223
317,1766.799362,1.149411612,69,1.800024124,108,1.833237582,110,2.550560414,153,2.583895959,155,13,3.01761698,l,0,1,0.125170249,1,1,NA,59.96027619,223
318,1769.834979,1.016173188,61,1.516518737,91,1.549780956,93,2.333757647,140,2.367247911,142,17,2.65076503,a,0,0,0.125170249,-1,1,NA,59.96027619,223
319,1772.503848,1.149443509,69,1.966666654,118,2.000045462,120,2.950861198,177,2.984291334,179,27,3.301173695,a,0,1,0.118911736,-1,-1,NA,59.96027619,223
320,1775.823049,1.166208806,70,1.816740292,109,1.849965115,111,3.467983776,208,3.501378715,210,67,4.502117477,nope,0,0,0.125170249,1,-1,NA,59.96027619,223
321,1780.326469,1.182966403,71,1.916822088,115,1.950160933,117,3.001037199,180,3.034388509,182,33,3.334611164,a,0,1,0.125170249,1,-1,NA,59.96027619,223
322,1783.678961,1.06637192,64,1.800225038,108,1.833520254,110,3.468215853,208,3.501682652,210,68,3.801849579,l,0,1,0.118911736,1,1,NA,59.96027619,223
323,1787.498837,1.016111227,61,1.599903796,96,1.633127152,98,3.234460442,194,3.267919909,196,66,3.818373999,a,0,1,0.118911736,-1,-1,NA,59.96027619,223
324,1791.334948,1.099668969,66,1.550020733,93,1.583307516,95,2.400689779,144,2.434152179,146,19,2.901137986,l,0,1,0.118911736,-1,1,NA,59.96027619,223
325,1794.25422,1.016024335,61,1.766572357,106,1.799834943,108,3.151032488,189,3.184457857,191,51,3.551392299,l,0,1,0.118911736,1,1,NA,59.96027619,223
326,1797.823615,1.199402465,72,1.799841176,108,1.833144824,110,2.517155575,151,2.550504319,153,11,3.08425654,a,0,1,0.118911736,-1,-1,NA,59.96027619,223
327,1800.926043,1.13284173,68,1.850065939,111,1.883372887,113,3.167752322,190,3.201048271,192,47,3.5513824,a,0,1,0.112653224,1,-1,NA,59.96027619,223
328,1804.495469,1.032757002,62,1.499818334,90,1.533064788,92,2.784170639,167,2.817577311,169,45,3.18450112,l,0,1,0.125170249,1,1,NA,59.96027619,223
329,1807.697981,1.049398377,63,1.749938681,105,1.783264694,107,2.93417216,176,2.967546935,178,39,3.251124915,a,0,1,0.112653224,1,-1,NA,59.96027619,223
330,1810.967015,1.04961249,63,1.483325078,89,1.5165587,91,3.167990632,190,3.201326177,192,69,4.202115167,nope,0,1,0,1,1,NA,59.96027619,223
331,1815.170416,1.032934451,62,1.599913328,96,1.633264272,98,2.567404902,154,2.600760979,156,26,2.901041562,a,0,1,0.125170249,1,-1,NA,59.96027619,223
332,1818.089489,0.999178747,60,1.532936468,92,1.566214452,94,2.216841262,133,2.250182674,135,9,2.733879882,a,0,1,0.131428761,-1,-1,NA,59.96027619,223
333,1820.841595,1.016101695,61,1.699921431,102,1.733207115,104,2.934230455,176,2.967642626,178,42,3.334527572,l,0,1,0.118911736,1,1,NA,59.96027619,223
334,1824.194239,0.999341531,60,1.699915198,102,1.73315432,104,2.283639207,137,2.317020948,139,3,3.317841835,nope,0,0,0.112653224,-1,1,NA,59.96027619,223
335,1827.513412,1.132857862,68,1.816805919,109,1.850045041,111,2.48398648,149,2.517376653,151,8,3.017745301,a,0,1,0.112653224,1,-1,NA,59.96027619,223
336,1830.549212,1.06595836,64,1.666486895,100,1.69979861,102,2.200264781,132,2.233504269,134,0,3.234400315,nope,0,0,0.112653224,-1,-1,NA,59.96027619,223
337,1833.785005,1.199687337,72,1.866815837,112,1.900043592,114,2.967728417,178,3.001050397,180,34,4.001836821,nope,0,0,0.125170249,-1,-1,NA,59.96027619,223
338,1837.788127,1.082928237,65,1.716669129,103,1.749947113,105,3.184503686,191,3.217858296,193,56,4.218670384,nope,0,0,0.125170249,-1,1,NA,59.96027619,223
339,1842.008094,0.999478651,60,1.433098115,86,1.466397364,88,3.284620312,197,3.317977855,199,79,3.73502707,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
340,1845.761253,1.149460374,69,1.93328528,116,1.966580496,118,3.267762991,196,3.301037675,198,48,3.63462154,l,0,1,0.125170249,1,1,NA,59.96027619,223
341,1849.413966,1.099466955,66,1.783387149,107,1.816609038,109,3.151152009,189,3.184469223,191,50,3.718222544,l,0,1,0.131428761,1,1,NA,59.96027619,223
342,1853.150244,1.066087048,64,1.883354555,113,1.91658891,115,3.417940495,205,3.451337268,207,60,3.80160577,l,0,1,0.125170249,-1,1,NA,59.96027619,223
343,1856.969882,1.149546166,69,1.983518476,119,2.016757231,121,3.417918864,205,3.451386396,207,54,3.85162192,a,0,1,0.125170249,1,-1,NA,59.96027619,223
344,1860.839684,1.182744225,71,1.766574923,106,1.799814778,108,3.601341722,216,3.634678001,218,78,4.051699719,l,0,1,0.125170249,1,1,NA,59.96027619,223
345,1864.909465,1.166116781,70,1.766616719,106,1.799883705,108,3.03424589,182,3.067623964,184,44,3.43462,l,0,1,0.125170249,1,1,NA,59.96027619,223
346,1868.362128,1.116116763,67,1.800033657,108,1.833267645,110,3.584732244,215,3.618126817,217,75,4.618925706,nope,0,0,0.118911736,1,-1,NA,59.96027619,223
347,1872.982331,1.049548329,63,1.833513655,110,1.866711347,112,3.334618863,200,3.368031401,202,58,3.701598401,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
348,1876.70199,1.116141327,67,1.916786891,115,1.950027479,117,3.734933579,224,3.768187733,226,77,4.168597406,l,0,1,0.131428761,1,1,NA,59.96027619,223
349,1880.888679,1.149446442,69,1.95011547,117,1.983306197,119,2.917516486,175,2.950830767,177,26,3.2843985,l,0,1,0.131428761,-1,1,NA,59.96027619,223
350,1884.19117,1.199582481,72,1.683296921,101,1.716519177,103,2.383857756,143,2.417214933,145,10,3.417985224,nope,0,0,0.125170249,1,1,NA,59.96027619,223
351,1887.610439,1.132928622,68,1.900159814,114,1.933498659,116,3.30122979,198,3.334641228,200,52,3.718259574,l,0,1,0.118911736,1,1,NA,59.96027619,223
352,1891.346874,1.08271999,65,1.599719747,96,1.633024129,98,2.51717244,151,2.550509819,153,23,2.834061768,a,0,1,0.125170249,1,-1,NA,59.96027619,223
