Trial,ButtonPressTimeinOverallExp,squareStartTime,squareStartFrame,flash_circleStartTime,flash_circleStartFrame,flash_circleEndTime,flash_circleEndFrame,lilsquareStartTime,lilsquareStartFrame,lilsquareEndTime,lilsquareEndFrame,lilafterflash,ButtonPressTime,Key,false_presses,Acc,Opacity,FlashSide,CorrSide,date,frameRate,participant
0,133.7545018,1.149752213,69,1.883657392,113,1.916972406,115,3.535040929,212,3.568373908,214,67,4.135517402,a,0,1,0.119,-1,-1,NA,59.96027619,223
-1,137.9081076,1.149590162,69,1.599899397,96,1.633206711,98,2.600636691,156,2.633996801,158,28,3.017599015,a,0,1,0.119,1,-1,NA,59.96027619,223
-2,140.9438245,1.049392878,63,1.649962475,99,1.683121305,101,2.617307764,157,2.65066714,159,26,3.18442706,l,0,1,0.119,-1,1,NA,59.96027619,223
-3,144.1463843,1.11614976,67,1.716505245,103,1.749820259,105,2.80072109,168,2.834092198,170,33,3.267731094,l,0,1,0.119,1,1,NA,59.96027619,223
-4,147.4323311,1.049407543,63,1.76664165,106,1.79979498,108,2.500450773,150,2.533794017,152,12,3.534596939,nope,0,0,0.1134,-1,-1,NA,59.96027619,223
-5,150.9682142,1.1829961,71,1.966911197,118,2.000297338,120,3.30129725,198,3.334738385,200,48,3.935127234,a,0,1,0.1302,1,-1,NA,59.96027619,223
-6,154.9215366,1.015936344,61,1.816650834,109,1.84981663,111,3.584639486,215,3.617925537,217,74,4.61874569,nope,0,0,0.1246,1,-1,NA,59.96027619,223
-7,159.541567,1.16623777,70,1.666626582,100,1.699891367,102,2.500633355,150,2.533990531,152,18,2.984411222,a,1,0,0.1414,1,-1,NA,59.96027619,223
-8,162.5441018,1.199460759,72,2.033468266,122,2.066711053,124,3.067576302,184,3.100944844,186,30,3.484650815,a,0,1,0.1582,-1,-1,NA,59.96027619,223
-9,166.0469321,1.016023602,61,1.533084587,92,1.566302077,94,2.166809347,130,2.200192555,132,6,2.617131047,l,0,1,0.1526,-1,1,NA,59.96027619,223
-10,168.8735886,1.108222467,67,1.875495822,113,1.908779673,115,3.610257085,217,3.643549735,219,72,4.294053724,l,0,1,0.147,1,1,NA,59.96027619,223
-11,173.1859651,1.032600817,62,1.716413221,103,1.749694871,105,3.000731795,180,3.034103637,182,45,3.367683102,a,0,1,0.134762484,1,-1,NA,59.96027619,223
-12,176.5720083,1.182588407,71,1.983265501,119,2.016489223,121,2.950605289,177,2.983994729,179,26,3.517739985,a,0,1,0.125717683,1,-1,NA,59.96027619,223
-13,180.1079904,1.199369468,72,1.866570927,112,1.899887408,114,2.450404559,147,2.48371444,149,3,3.484495364,nope,0,0,0.118718167,1,-1,NA,59.96027619,223
-14,183.5939834,1.065984758,64,1.749868288,105,1.783106309,107,3.451252209,207,3.484557691,209,70,3.934832463,a,0,1,0.133618047,-1,-1,NA,59.96027619,223
-15,187.5471452,1.115919149,67,1.816467519,109,1.849829095,111,2.51710168,151,2.550385531,153,10,2.967438412,l,0,1,0.13031311,-1,1,NA,59.96027619,223
-16,190.532814,0.999157482,60,1.683101507,101,1.716338062,103,2.366945074,142,2.40037081,144,9,2.700563768,l,0,1,0.127655971,-1,1,NA,59.96027619,223
-17,193.2516862,1.015809856,61,1.482855057,89,1.516097478,91,3.084108055,185,3.117412803,187,64,3.634592943,l,0,1,0.12535272,-1,1,NA,59.96027619,223
-18,196.9044839,1.049272256,63,1.532972764,92,1.566226917,94,3.334311993,200,3.367721965,202,76,4.368488957,nope,0,0,0.123399618,1,1,NA,59.96027619,223
-19,201.2744569,1.099403162,66,1.716529076,103,1.749834191,105,2.567231486,154,2.600586829,156,19,3.201061836,l,0,1,0.12932057,-1,1,NA,59.96027619,223
-20,204.4937689,1.166033923,70,1.766423138,106,1.799703322,108,3.250919969,195,3.28426028,197,57,3.734671805,a,0,1,0.127836863,-1,-1,NA,59.96027619,223
-21,208.2467635,1.132573356,68,1.949834998,117,1.983129114,119,3.017366938,181,3.050720815,183,32,3.501037015,a,0,1,0.126501364,1,-1,NA,59.96027619,223
-22,211.7661533,1.065900433,64,1.683114705,101,1.716285267,103,3.117431868,187,3.150824241,189,54,3.50109531,a,0,1,0.125273633,1,-1,NA,59.96027619,223
-23,215.2855607,1.149249928,69,1.966595528,118,1.999792487,120,3.751287149,225,3.784638093,227,75,4.168237741,a,0,1,0.12412594,-1,-1,NA,59.96027619,223
-24,219.4721663,1.082536675,65,1.666364074,100,1.699639859,102,2.733861551,164,2.767170332,166,32,3.200819493,a,0,1,0.12311432,-1,-1,NA,59.96027619,223
-25,222.6913203,1.065871835,64,1.599681984,96,1.63295007,98,2.150056516,129,2.183513416,131,1,3.18419645,nope,0,0,0.122146373,-1,1,NA,59.96027619,223
-26,225.8770239,1.015996105,61,1.733196849,104,1.7664774,106,3.551346837,213,3.584697414,215,77,3.8849417,a,0,1,0.125316764,1,-1,NA,59.96027619,223
-27,229.7802059,1.1993889,72,1.649742863,99,1.682982351,101,3.250922535,195,3.284342772,197,64,3.617908672,a,0,1,0.124532672,1,-1,NA,59.96027619,223
-28,233.416408,1.082558673,65,1.6497106,99,1.682923324,101,2.200079266,132,2.233535066,134,1,3.234252562,nope,0,0,0.123774047,1,1,NA,59.96027619,223
-29,236.6521285,1.066047085,64,1.683166767,101,1.716437785,103,3.134277823,188,3.167659198,190,55,3.551327039,a,0,1,0.126287009,-1,-1,NA,59.96027619,223
-30,240.2217318,1.165981495,70,1.949930322,117,1.983180076,119,3.701261833,222,3.734621576,224,73,4.335112349,l,0,1,0.125604535,1,1,NA,59.96027619,223
-31,244.5751104,1.132730274,68,1.783171936,107,1.816410691,109,3.417753513,205,3.451143687,207,66,3.818041465,a,0,1,0.124983301,-1,-1,NA,59.96027619,223
-32,248.4115329,1.015814623,61,1.616327759,97,1.649519952,99,2.433615065,146,2.466965275,148,17,2.800585436,l,0,1,0.124359405,-1,1,NA,59.96027619,223
-33,251.2303622,1.182672732,71,1.616343158,97,1.649630674,99,3.167592471,190,3.200954413,192,61,3.617906105,l,0,1,0.123789047,1,1,NA,59.96027619,223
-34,254.8665973,1.099278507,66,1.64963764,99,1.682894727,101,2.450302635,147,2.48357842,149,16,2.833886152,a,0,1,0.123209611,1,-1,NA,59.96027619,223
-35,257.7187897,1.19924628,72,1.966517436,118,1.99975839,120,3.267491684,196,3.300819163,198,46,3.968009623,a,0,1,0.122674439,-1,-1,NA,59.96027619,223
-36,261.7052713,1.049179865,63,1.616291463,97,1.649536084,99,3.334285596,200,3.367641306,202,71,4.001519685,a,0,1,0.122173378,-1,-1,NA,59.96027619,223
-37,265.724992,1.149342319,69,1.96660616,118,1.999846382,120,3.35094347,201,3.384362973,203,51,4.385139864,nope,0,0,0.121658202,1,1,NA,59.96027619,223
-38,270.111645,1.116034638,67,1.61642675,97,1.649709867,99,2.216896257,133,2.250245368,135,4,3.251026658,nope,0,0,0.123422274,-1,1,NA,59.96027619,223
-39,273.3641634,1.082681494,65,1.833281944,110,1.866580826,112,3.417933162,205,3.451291072,207,63,3.83492445,l,0,1,0.125050736,1,1,NA,59.96027619,223
1,321.4012966,1.066301893,64,1.500047845,90,1.533282934,92,2.050638689,123,2.08385398,125,1,2.367414728,a,0,1,0.125170249,1,-1,NA,59.96027619,223
2,323.7869222,0.999345197,60,1.749909717,105,1.78317157,107,2.917505854,175,2.950819768,177,38,3.334501908,l,0,1,0.125170249,1,1,NA,59.96027619,223
3,327.1394836,1.049363914,63,1.783213732,107,1.816550011,109,3.017615147,181,3.050969757,183,42,3.334429315,l,0,1,0.125170249,-1,1,NA,59.96027619,223
4,330.4920348,1.032843893,62,1.850166029,111,1.88343998,113,3.351318166,201,3.384721538,203,58,3.701598034,l,0,1,0.118911736,-1,1,NA,59.96027619,223
5,334.2116571,0.999429156,60,1.733309038,104,1.766623319,106,2.4004764,144,2.43383431,146,8,3.434663629,nope,0,0,0.125170249,1,1,NA,59.96027619,223
6,337.6475984,1.099538448,66,1.633330999,98,1.666569387,100,2.517371887,151,2.550728331,153,21,2.98432873,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
7,340.6500263,1.166160777,70,1.766663281,106,1.799928434,108,2.684115974,161,2.717359862,163,23,3.718169749,nope,0,0,0.131428761,-1,1,NA,59.96027619,223
8,344.3694792,1.016237348,61,1.433190873,86,1.466472523,88,2.450701896,147,2.484069705,149,29,3.484851362,nope,0,1,0,-1,-1,NA,59.96027619,223
9,347.8556083,1.099615441,66,1.733448724,104,1.766657049,106,2.35052661,141,2.383939515,143,5,2.784159273,l,0,1,0.125170249,-1,1,NA,59.96027619,223
10,350.6578289,1.16620514,70,1.683333951,101,1.716588104,103,3.451385663,207,3.484730741,209,74,4.018455465,l,0,1,0.112653224,-1,1,NA,59.96027619,223
11,354.6944014,1.066070183,64,1.61652794,97,1.649764861,99,3.184444659,191,3.217802569,193,62,3.534709495,a,0,1,0.125170249,1,-1,NA,59.96027619,223
12,358.2471558,1.132871427,68,1.683304987,101,1.716483247,103,3.050901197,183,3.084315935,185,50,3.401206362,a,0,1,0.131428761,1,-1,NA,59.96027619,223
13,361.6665954,1.116034271,67,1.716492413,103,1.749767831,105,2.567197023,154,2.600545767,156,19,3.00089018,a,0,1,0.118911736,1,-1,NA,59.96027619,223
14,364.6854982,1.132867394,68,1.616519874,97,1.649817289,99,3.017636045,181,3.051079013,183,52,3.501343519,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
15,368.2049764,1.049353648,63,1.666603484,100,1.699836006,102,2.383743367,143,2.417131707,145,11,2.734061364,l,0,1,0.131428761,-1,1,NA,59.96027619,223
16,370.9570697,1.166169576,70,1.783318222,107,1.816611971,109,2.850900757,171,2.884279931,173,32,3.167751222,a,0,1,0.125170249,1,-1,NA,59.96027619,223
17,374.1429138,1.199570749,72,2.033499796,122,2.066773747,124,3.05097269,183,3.084418591,185,29,3.48463175,l,0,1,0.137687274,1,1,NA,59.96027619,223
18,377.6456421,1.132788202,68,1.833303575,110,1.866619322,112,3.26780002,196,3.30109377,198,54,3.668056442,l,0,1,0.131428761,1,1,NA,59.96027619,223
19,381.3318559,1.06613251,64,1.483121231,89,1.51639225,91,2.083561775,125,2.116966613,127,4,2.600705984,l,0,1,0.131428761,-1,1,NA,59.96027619,223
20,383.9506302,1.082811282,65,1.766632851,106,1.799876005,108,2.75070164,165,2.784105379,167,27,3.101017437,l,0,1,0.125170249,-1,1,NA,59.96027619,223
21,387.0697453,1.082705325,65,1.616484311,97,1.649753496,99,2.266991233,136,2.300338144,138,7,2.667336012,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
22,389.755158,1.182815718,71,1.666600918,100,1.699813642,102,3.384584052,203,3.417954427,205,71,3.851563992,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
23,393.624739,1.066063217,64,1.583126034,95,1.616418317,97,2.21690469,133,2.250309161,135,6,3.251087519,nope,0,0,0.118911736,1,1,NA,59.96027619,223
24,396.8772751,1.182984001,71,1.700056351,102,1.73328814,104,2.967675623,178,3.001081194,180,44,4.001858452,nope,0,1,0,1,1,NA,59.96027619,223
25,400.8804105,1.166274799,70,1.766769238,106,1.800042089,108,3.46803987,208,3.50150337,210,70,3.885078087,a,0,1,0.118911736,1,-1,NA,59.96027619,223
26,404.7835448,1.166222005,70,1.816710962,109,1.85002121,111,2.634004133,158,2.667386607,160,17,3.201109132,a,0,1,0.131428761,-1,-1,NA,59.96027619,223
27,408.0028443,1.115975977,67,1.733148087,104,1.766422405,106,3.017516523,181,3.050881032,183,45,3.417881468,a,0,1,0.118911736,-1,-1,NA,59.96027619,223
28,411.4387263,1.032768734,62,1.466470324,88,1.499738775,90,2.617270001,157,2.650605179,159,37,3.084251774,l,0,1,0.125170249,-1,1,NA,59.96027619,223
29,414.5411178,1.132456401,68,1.883060517,113,1.916366365,115,3.234044683,194,3.267419458,196,49,3.584309885,a,0,1,0.125170249,1,-1,NA,59.96027619,223
30,418.1439367,1.149277792,69,1.666331077,100,1.699621894,102,2.266736058,136,2.300179026,138,4,3.300909721,nope,0,0,0.118911736,1,1,NA,59.96027619,223
31,421.4464658,0.999261239,60,1.73321518,104,1.766515163,106,3.284548819,197,3.317879964,199,61,4.31861176,nope,0,0,0.118911736,-1,-1,NA,59.96027619,223
32,425.7665548,1.016001971,61,1.816609038,109,1.849856959,111,3.084209245,185,3.117620316,187,44,3.617968066,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
33,429.4027807,1.066057351,64,1.716460883,103,1.749775164,105,2.36688018,142,2.400368611,144,7,2.900622136,a,0,1,0.137687274,1,-1,NA,59.96027619,223
34,432.3217531,0.999297535,60,1.416385247,85,1.449618136,87,3.06763643,184,3.101130726,186,67,3.584674316,a,0,1,0.131428761,-1,-1,NA,59.96027619,223
35,435.9245719,1.149277792,69,1.949828398,117,1.983217105,119,3.501068912,210,3.534396758,212,61,4.535204813,nope,0,1,0,1,1,NA,59.96027619,223
36,440.4613254,1.13267308,68,1.816558443,109,1.849897655,111,2.683971888,161,2.717338597,163,20,3.11771454,l,0,1,0.125170249,-1,1,NA,59.96027619,223
37,443.5972751,1.199561216,72,1.766642384,106,1.799886271,108,3.167788252,190,3.201180991,192,52,3.568017909,l,0,1,0.125170249,-1,1,NA,59.96027619,223
38,447.1831911,1.082957201,65,1.633369129,98,1.666633548,100,3.084501083,185,3.117880624,187,55,3.584904927,l,0,1,0.125170249,-1,1,NA,59.96027619,223
39,450.7862043,1.149485672,69,1.616520607,97,1.649755329,99,2.216935487,133,2.250280931,135,4,2.733992071,a,0,1,0.125170249,1,-1,NA,59.96027619,223
40,453.5383494,1.199575515,72,1.800120548,108,1.833306875,110,3.551481757,213,3.584804837,215,73,3.901690498,l,0,1,0.125170249,1,1,NA,59.96027619,223
41,457.4581529,1.066053318,64,1.516370252,91,1.5496728,93,2.350393157,141,2.383781497,143,18,2.817394728,l,0,1,0.118911736,-1,1,NA,59.96027619,223
42,460.2936537,1.166166277,70,1.966833838,118,2.000082492,120,3.601476276,216,3.634831986,218,66,4.63567597,nope,0,0,0.131428761,1,1,NA,59.96027619,223
43,464.930603,1.19962941,72,1.900163114,114,1.933373638,116,3.551424563,213,3.584734444,215,67,3.968394952,l,0,1,0.125170249,-1,1,NA,59.96027619,223
44,468.9170622,1.049466204,63,1.85001351,111,1.883328891,113,2.967617328,178,3.000970105,180,35,3.501343885,a,0,1,0.118911736,-1,-1,NA,59.96027619,223
45,554.1501181,1.016290509,61,1.733588777,104,1.766802235,106,3.168037927,190,3.201336443,192,54,3.601653359,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
46,557.7700125,1.199497056,72,1.933378771,116,1.966639524,118,3.618052024,217,3.651366305,219,69,3.968327859,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
47,561.7564893,1.116127395,67,1.69979641,102,1.73308796,104,3.084231243,185,3.117666878,187,51,3.384506326,l,0,1,0.125170249,-1,1,NA,59.96027619,223
48,565.1590335,1.149540667,69,1.950163132,117,1.983404454,119,2.650759164,159,2.68408701,161,10,3.117724073,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
49,568.2949256,1.099393263,66,1.64977806,99,1.68306301,101,2.700639294,162,2.733983272,164,31,3.084197879,l,0,1,0.125170249,1,1,NA,59.96027619,223
50,571.397301,1.18289381,71,1.833374702,110,1.866617123,112,3.217666915,193,3.251072487,195,51,3.551399632,a,0,1,0.131428761,-1,-1,NA,59.96027619,223
51,574.9667693,1.032736104,62,1.449654799,87,1.482970179,89,2.700600431,162,2.734001604,164,43,3.084327667,l,0,1,0.125170249,-1,1,NA,59.96027619,223
52,578.0691312,1.049447139,63,1.750020073,105,1.783266527,107,2.533968167,152,2.567330843,154,15,2.984263836,l,0,1,0.125170249,1,1,NA,59.96027619,223
53,581.0716081,1.132745306,68,1.850021576,111,1.883213769,113,3.451228012,207,3.484537526,209,64,3.90153798,l,0,1,0.125170249,-1,1,NA,59.96027619,223
54,584.991324,1.032719972,62,1.683146235,101,1.716429353,103,2.717371961,163,2.750680742,165,30,3.100937512,l,0,1,0.131428761,-1,1,NA,59.96027619,223
55,588.1103922,1.066025454,64,1.566397767,94,1.599749444,96,2.750775699,165,2.784031319,167,39,3.134365448,l,0,1,0.125170249,-1,1,NA,59.96027619,223
56,591.2628479,1.132727708,68,1.783326288,107,1.816609405,109,3.584671383,215,3.618058257,217,76,3.901594441,a,0,1,0.125170249,1,-1,NA,59.96027619,223
57,595.1825807,1.09942296,66,1.933411401,116,1.966666288,118,3.284488324,197,3.317852834,199,49,3.668111803,l,0,1,0.118911736,-1,1,NA,59.96027619,223
58,598.868833,1.099393629,66,1.583077639,95,1.616356723,97,2.767343748,166,2.800683693,168,39,3.301134833,l,0,1,0.125170249,1,1,NA,59.96027619,223
59,602.1880956,1.199462226,72,1.816563943,109,1.849878224,111,2.617173577,157,2.650587948,159,16,3.017543654,l,0,1,0.137687274,-1,1,NA,59.96027619,223
60,605.2237779,1.082727323,65,1.599780608,96,1.633106254,98,2.30037334,138,2.333745915,140,10,3.117676777,l,0,1,0.137687274,-1,1,NA,59.96027619,223
61,608.3595036,1.032730604,62,1.733332869,104,1.766569791,106,2.450565143,147,2.483865492,149,11,3.484647149,nope,0,1,0,-1,-1,NA,59.96027619,223
62,611.8454387,1.182982535,71,1.783426378,107,1.816735893,109,2.417317223,145,2.450661934,147,6,2.884404953,a,0,1,0.131428761,-1,-1,NA,59.96027619,223
63,614.7479493,1.082649597,65,1.866585226,112,1.899914905,114,2.800644464,168,2.834033171,170,24,3.401120204,l,0,1,0.118911736,1,1,NA,59.96027619,223
64,618.1672508,0.999286903,60,1.699867903,102,1.733133055,104,3.267791955,196,3.301147298,198,62,3.6681437,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
65,621.8534433,1.066055151,64,1.816688231,109,1.850008011,111,2.583976251,155,2.617331961,157,14,3.101020737,l,0,1,0.118911736,-1,1,NA,59.96027619,223
66,624.9726039,1.082682594,65,1.566412433,94,1.599734413,96,2.650642942,159,2.683944758,161,33,3.067643396,l,0,1,0.118911736,1,1,NA,59.96027619,223
67,628.0582507,1.099429192,66,1.58317333,95,1.61645168,97,3.05107058,183,3.084358097,185,56,4.085164685,nope,0,1,0,1,1,NA,59.96027619,223
68,632.1447136,1.116268548,67,1.783471107,107,1.816679432,109,3.034402075,182,3.067720388,184,43,3.434665829,a,0,1,0.125170249,1,-1,NA,59.96027619,223
69,635.5975192,0.999356196,60,1.499773972,90,1.533010894,92,3.267825318,196,3.3011253,198,74,3.5681125,a,0,1,0.118911736,1,-1,NA,59.96027619,223
70,639.18363,1.032748936,62,1.566569717,94,1.599767043,96,3.351256939,201,3.38457122,203,75,3.668087972,l,0,1,0.125170249,-1,1,NA,59.96027619,223
71,642.869791,1.065930863,64,1.7664697,106,1.799740719,108,3.234251463,194,3.267592507,196,56,4.268419993,nope,0,0,0.131428761,1,1,NA,59.96027619,223
72,647.1397395,0.999583874,60,1.499894594,90,1.533149847,92,2.233871266,134,2.267223677,136,12,2.650784095,l,0,1,0.125170249,-1,1,NA,59.96027619,223
73,649.8085938,1.049465837,63,1.616597233,97,1.649819123,99,2.233724614,134,2.267107088,136,5,2.817532948,l,0,1,0.125170249,1,1,NA,59.96027619,223
74,652.6441484,1.049382612,63,1.59990123,96,1.633129719,98,3.284516922,197,3.317877031,199,69,4.318698284,nope,0,0,0.125170249,1,1,NA,59.96027619,223
75,656.9641255,1.149579529,69,1.883515139,113,1.916747662,115,3.368049733,202,3.401366213,204,57,3.785043587,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
76,660.767269,1.132704244,68,1.783277526,107,1.816512614,109,2.550545382,153,2.583906225,155,14,3.10091808,l,0,1,0.125170249,1,1,NA,59.96027619,223
77,663.8863305,1.199538118,72,1.96685327,118,2.000043629,120,3.801576439,228,3.83499411,230,78,4.151804979,a,0,1,0.131428761,1,-1,NA,59.96027619,223
78,668.0562199,0.999411924,60,1.583162697,95,1.616435915,97,3.117678611,187,3.15104092,189,60,3.568041007,a,0,1,0.125170249,1,-1,NA,59.96027619,223
79,671.6423611,0.999435755,60,1.516515071,91,1.549752726,93,3.13441641,188,3.167724458,190,65,3.51799626,a,0,1,0.125170249,1,-1,NA,59.96027619,223
80,675.1784477,1.182849814,71,1.800047222,108,1.833300642,110,3.017679307,181,3.051086712,183,41,3.367975673,a,0,1,0.125170249,1,-1,NA,59.96027619,223
81,678.564459,1.116151593,67,1.549822752,93,1.5831341,95,2.71734373,163,2.750714839,165,38,3.117760369,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
82,681.7002283,1.116210987,67,1.683256225,101,1.716560606,103,2.784171005,167,2.817525616,169,34,3.201091533,l,0,1,0.118911736,-1,1,NA,59.96027619,223
83,684.9195058,1.066008589,64,1.549809187,93,1.58300138,95,2.417169837,145,2.450524814,147,20,3.451244144,nope,0,0,0.125170249,-1,-1,NA,59.96027619,223
84,688.3720295,1.132929722,68,1.966862069,118,2.000159484,120,3.234540368,194,3.267885445,196,44,3.584849566,l,0,1,0.125170249,-1,1,NA,59.96027619,223
85,691.9749265,1.032794398,62,1.61652794,97,1.649821322,99,2.367107858,142,2.400466501,144,13,3.401368046,nope,0,0,0.125170249,-1,1,NA,59.96027619,223
86,695.3775733,1.132867028,68,1.86671428,112,1.900011329,114,2.433883072,146,2.467170589,148,2,3.467967277,nope,0,0,0.118911736,-1,1,NA,59.96027619,223
87,698.8468572,1.066189338,64,1.783486506,107,1.816680165,109,2.917591279,175,2.951021415,177,36,3.284614445,l,0,1,0.125170249,1,1,NA,59.96027619,223
88,702.1495784,1.066143509,64,1.833409165,110,1.866658552,112,3.384530157,203,3.417895766,205,61,3.784867604,a,0,1,0.118911736,1,-1,NA,59.96027619,223
89,740.4291671,1.149714816,69,1.983717556,119,2.017031837,121,3.484871527,209,3.5182617,211,58,3.868539002,l,0,1,0.125170249,1,1,NA,59.96027619,223
90,744.3158829,1.082828147,65,1.800060054,108,1.833292576,110,3.618172279,217,3.65151479,219,77,3.985188113,a,0,1,0.125170249,1,-1,NA,59.96027619,223
91,748.3190422,1.199570382,72,1.783348652,107,1.816580075,109,2.717382226,163,2.750725837,165,24,3.084352231,l,0,1,0.137687274,-1,1,NA,59.96027619,223
92,751.4214931,1.049465471,63,1.599872632,96,1.633114687,98,3.184423394,191,3.217758206,193,63,3.584812169,l,0,1,0.112653224,-1,1,NA,59.96027619,223
93,755.0243069,1.016116726,61,1.516527536,91,1.549716429,93,2.200326008,132,2.233675119,134,9,2.667415571,l,0,1,0.131428761,1,1,NA,59.96027619,223
94,757.7097017,1.066116378,64,1.533090086,92,1.566383835,94,2.91758358,175,2.950935624,177,51,3.951709948,nope,0,1,0,1,1,NA,59.96027619,223
95,761.6627146,1.149554598,69,1.766787203,106,1.799991861,108,2.93431038,176,2.967640426,178,38,3.317888763,l,0,1,0.125170249,-1,1,NA,59.96027619,223
96,764.9988583,1.032597884,62,1.566352672,94,1.599643122,96,2.66725462,160,2.700612897,162,34,3.050903397,l,0,1,0.131428761,1,1,NA,59.96027619,223
97,768.0678164,1.099472088,66,1.916741429,115,1.950071841,117,3.684834204,221,3.718185148,223,74,4.151828443,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
98,772.2377458,1.066079348,64,1.716573439,103,1.749921083,105,3.301234556,198,3.334578901,200,63,3.701528741,a,0,1,0.131428761,1,-1,NA,59.96027619,223
99,775.9573891,1.066037186,64,1.566399601,94,1.599770709,96,2.633875813,158,2.667295683,160,32,3.017640078,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
100,778.993129,1.049393978,63,1.866653419,112,1.899910872,114,3.61803076,217,3.651365205,219,73,4.652168127,nope,0,0,0.131428761,-1,-1,NA,59.96027619,223
101,783.6465818,1.032822629,62,1.533200075,92,1.566516922,94,3.251252503,195,3.284602347,197,71,3.601469677,l,0,1,0.125170249,-1,1,NA,59.96027619,223
102,787.2662173,1.166100283,70,1.666542257,100,1.699783211,102,2.216955651,133,2.250253434,135,1,3.251058922,nope,0,0,0.125170249,-1,-1,NA,59.96027619,223
103,790.5185737,1.099508385,66,1.64988035,99,1.683240826,101,2.834170657,170,2.86746184,172,39,3.868309491,nope,0,1,0,-1,-1,NA,59.96027619,223
104,794.3882995,1.082891574,65,1.549947773,93,1.583200094,95,2.183860616,131,2.217147033,133,6,3.217918057,nope,0,1,0,-1,-1,NA,59.96027619,223
105,797.6075103,1.066182738,64,1.866759742,112,1.900138183,114,2.400646884,144,2.433946499,146,0,2.78419007,l,0,1,0.125170249,-1,1,NA,59.96027619,223
106,800.4098189,1.016103161,61,1.749960312,105,1.783210066,107,2.550571046,153,2.583940321,155,16,3.584740676,nope,0,1,0,-1,-1,NA,59.96027619,223
107,803.9958369,1.166294964,70,1.983613433,119,2.016928814,121,2.567344408,154,2.600706351,156,3,3.601485442,nope,0,0,0.131428761,-1,-1,NA,59.96027619,223
108,807.5986188,1.049616156,63,1.850203425,111,1.883479943,113,3.668330682,220,3.701605367,222,77,4.702433586,nope,0,0,0.125170249,-1,-1,NA,59.96027619,223
109,812.3023502,0.999527413,60,1.783474773,107,1.816669166,109,3.634825387,218,3.668159099,220,79,4.669027647,nope,0,1,0,1,1,NA,59.96027619,223
110,816.9726691,1.199534452,72,1.683235693,101,1.716587371,103,3.53475789,212,3.568214057,214,79,4.568881325,nope,0,0,0.118911736,1,-1,NA,59.96027619,223
111,821.5428601,1.099585744,66,1.700126011,102,1.733319304,104,3.551531619,213,3.584856165,215,79,4.21870888,l,0,1,0.118911736,1,1,NA,59.96027619,223
112,825.7797329,1.11601374,67,1.699830507,102,1.733089793,104,3.401177398,204,3.434538975,206,70,3.901573176,a,0,1,0.125170249,-1,-1,NA,59.96027619,223
