Trial,ButtonPressTimeinOverallExp,squareStartTime,squareStartFrame,flash_circleStartTime,flash_circleStartFrame,flash_circleEndTime,flash_circleEndFrame,lilsquareStartTime,lilsquareStartFrame,lilsquareEndTime,lilsquareEndFrame,lilafterflash,ButtonPressTime,Key,false_presses,Acc,Opacity,FlashSide,CorrSide,SquareAbsent,wmarith_probeStartTime,wmarith_probeStartFrame,ButtonPressTime_wmarith,Key_wmarith,false_presses_wmarith,Acc_wmarith,PenultimateAbsent,Corr_wmarith_choice,frameRate,session,participant
133,1244.352733,1.02887159,62,1.595467221,96,1.628732895,98,2.563426362,154,2.595742563,156,38,2.929876131,right,0,1,0.068338447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
134,1247.304289,1.010829904,61,1.794248324,108,1.827140239,110,2.610660489,157,2.643608155,159,29,3.243910348,down,0,0,0.068338447,0,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
135,1250.570381,1.176456266,71,1.676009689,101,1.709372074,103,2.625921455,158,2.65916096,160,37,2.977081245,right,0,0,0.068338447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
136,1253.572128,1.193500692,71,1.676656514,100,1.709938685,102,2.326661236,139,2.359871158,141,19,2.827117483,down,0,1,0.068338447,0,0,right,0.496195283,30,1.397016642,d,0,1,left,FALSE,60.08401695,4,714
137,1257.837563,1.077819205,65,1.760154919,106,1.793477482,108,2.644051887,159,2.677569009,161,33,3.028122934,left,0,1,0.068338447,-1,-1,bottom,0.495779427,30,1.5469366,d,0,1,right,FALSE,60.08401695,4,714
138,1262.453241,1.078551932,65,1.544790758,93,1.578216858,95,1.878803152,113,1.912077928,115,0,2.762000389,down,0,1,0.068338447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
139,1265.23686,1.044764589,63,1.460905509,88,1.494713901,90,1.911082376,115,1.944774715,117,7,2.511885189,down,0,0,0,1,1,left,0.495555854,30,1.095094031,s,0,1,left,TRUE,60.08401695,4,714
140,1268.883681,1.032394139,62,1.648219554,99,1.682304425,101,2.149309542,129,2.181686045,131,10,2.782578743,down,0,1,0.068338447,-1,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
141,1271.686993,1.02810985,62,1.428124527,86,1.460936798,88,2.029062167,122,2.061723114,124,16,2.729460615,left,0,1,0.061738447,0,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
142,1274.440084,1.074762006,65,1.85690043,112,1.89060244,114,2.789957208,168,2.823885067,170,36,2.907483596,left,0,0,0.061738447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
143,1277.370123,1.011902825,61,1.527984126,92,1.561276537,94,2.044852766,123,2.07799044,125,11,2.778549315,left,0,1,0.061738447,-1,-1,bottom,0.495175837,30,1.029017794,s,0,1,bottom,TRUE,60.08401695,4,714
144,1281.222146,1.125522665,68,1.842686786,111,1.875363661,113,2.392241973,144,2.42538818,146,13,3.359806305,right,0,1,0.061738447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
145,1284.603965,1.127567245,68,1.577746957,95,1.611186141,97,2.660052975,160,2.693108729,162,45,2.961159802,down,0,1,0.061738447,-1,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
146,1287.587156,1.04402276,63,1.610270233,97,1.643622377,99,1.960060712,118,1.993919734,120,1,2.993274048,nope,0,0,0.061738447,-1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
147,1290.600192,1.015692182,61,1.782055935,107,1.815601501,109,2.265349427,136,2.29866175,138,9,2.915672157,right,1,1,0.061738447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
148,1293.537273,0.994298044,60,1.644342588,99,1.678380811,101,2.611298212,157,2.64404506,159,38,3.06129531,left,0,1,0.061738447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
149,1296.620985,1.093858977,66,1.876224387,113,1.909457066,115,2.543264434,153,2.576391868,155,20,3.160625275,left,0,0,0.061738447,1,1,bottom,0.494319662,30,1.428619459,d,0,1,right,FALSE,60.08401695,4,714
150,1301.254445,1.160071179,70,1.593325361,96,1.626630857,98,2.543502228,153,2.576692809,155,37,2.911377628,down,1,1,0.061738447,0,0,left,0.492310922,30,1.392277813,d,0,1,bottom,FALSE,60.08401695,4,714
151,1305.601628,1.046822254,63,1.829803768,110,1.863599645,112,2.696885002,162,2.730188791,164,32,2.947381925,right,0,1,0.061738447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
152,1308.57014,1.045170205,63,1.645601536,99,1.678244278,101,2.761074241,166,2.794852482,168,47,2.928303158,left,0,1,0,-1,-1,bottom,0.495667925,30,1.263399282,d,0,1,left,FALSE,60.08401695,4,714
153,1312.803797,1.143621239,69,1.561025089,94,1.594170728,96,2.011050063,121,2.04406884,123,7,2.794297817,left,0,0,0.061738447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
154,1315.622063,1.008330783,61,1.441620805,87,1.475079331,89,2.108357634,127,2.141734241,129,20,2.174956679,down,0,1,0.061738447,0,0,right,0.498144859,30,1.348665789,d,0,1,left,FALSE,60.08401695,4,714
155,1319.187453,1.043213803,63,1.826463832,110,1.859636208,112,2.47651122,149,2.509708627,151,19,3.293904147,right,0,0,0,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
156,1322.504867,1.093216704,66,1.59297834,96,1.626476689,98,2.193208853,132,2.226900623,134,16,3.177336903,right,0,0,0.061738447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
157,1325.70043,1.06498113,64,1.481708573,89,1.515128415,91,2.464808075,148,2.498057251,150,39,2.648495464,right,0,1,0.061738447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
158,1328.370752,1.143857328,69,1.693034774,102,1.726513211,104,2.293647579,138,2.32640865,140,16,2.476635238,down,0,0,0,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
159,1330.869239,1.196173324,72,1.861972059,112,1.89618436,114,2.761957154,166,2.795767821,168,34,3.078846616,down,1,1,0.061738447,-1,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
160,1333.971145,0.993445283,60,1.59349489,96,1.626391924,98,2.626873772,158,2.660022255,160,42,2.959399096,right,1,0,0,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
161,1414.21607,1.148405011,69,1.897996266,114,1.93075563,116,2.264113805,136,2.297393701,138,2,2.51514605,right,0,0,0.059263447,1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
162,1416.755682,1.042044171,63,1.808613292,109,1.841649135,111,2.47471183,149,2.509277411,151,20,2.509277411,right,0,0,0.059263447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
163,1419.287537,0.992866725,60,1.776142354,107,1.809067833,109,2.74215078,165,2.776050763,167,38,3.193277689,right,0,1,0.059263447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
164,1422.503036,1.14371283,69,1.677257828,101,1.710580959,103,2.194489987,132,2.227895038,134,11,2.778729652,down,0,1,0.059263447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
165,1425.30438,1.142505083,69,1.725953426,104,1.759343117,106,2.24210982,135,2.275522836,137,11,2.943072605,right,0,1,0,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
166,1428.269894,1.028532533,62,1.577961427,95,1.611850601,97,2.460936229,148,2.494577368,150,33,2.961470983,left,1,1,0.059263447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
167,1431.252472,0.995182095,60,1.72837973,104,1.761933829,106,2.661843831,160,2.694757364,162,36,2.917339565,right,0,1,0.059263447,1,1,left,0.498915132,30,1.44991461,d,0,1,bottom,FALSE,60.08401695,4,714
168,1435.655386,1.00822497,61,1.724180205,104,1.757797451,106,2.490993379,150,2.524830785,152,26,3.074753473,left,0,1,0.059263447,-1,-1,bottom,0.497445128,30,1.831957006,d,0,1,left,FALSE,60.08401695,4,714
169,1440.602889,1.12644028,68,1.826156633,110,1.860093593,112,2.226343683,134,2.260107133,136,4,2.71064183,down,0,1,0.059263447,0,0,right,0.494369724,30,1.761106099,d,0,1,bottom,FALSE,60.08401695,4,714
170,1445.118792,0.995852244,60,1.478739551,89,1.512184993,91,2.378592095,143,2.412205928,145,34,2.696196079,down,0,1,0.059263447,-1,0,right,0.4963449,30,1.747698567,s,0,1,right,TRUE,60.08401695,4,714
171,1449.604836,1.042184117,63,1.459285319,88,1.492169269,90,1.992142531,120,2.025772862,122,12,2.525764328,right,0,1,0.059263447,-1,1,bottom,0.49625331,30,1.71430717,d,0,1,right,FALSE,60.08401695,4,714
172,1453.887867,1.05860163,64,1.492023065,90,1.525498658,92,2.242269677,135,2.275748684,137,25,2.858739073,down,0,1,0.059263447,0,0,right,0.495121793,30,1.463632754,d,0,1,bottom,FALSE,60.08401695,4,714
173,1458.25698,1.155499033,70,1.756186363,106,1.788996358,108,2.738863181,165,2.772713102,167,39,3.089806226,right,0,1,0.059263447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
174,1461.370605,1.192956267,72,1.826579316,110,1.859120796,112,2.876376849,173,2.910248956,175,43,3.0269954,left,0,1,0.059263447,0,-1,right,0.493125568,30,1.242925036,d,0,1,bottom,FALSE,60.08401695,4,714
175,1465.685549,0.995539925,60,1.611911472,97,1.645176008,99,2.095219187,126,2.128545162,128,9,2.729484509,right,0,1,0,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
176,1468.436671,1.010510189,61,1.726649744,104,1.75991428,106,2.643680404,159,2.677397774,161,35,2.977788372,right,0,0,0,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
177,1471.4364,1.144099105,69,1.627854533,98,1.66103203,100,1.978757755,119,2.010874277,121,1,2.711255659,down,0,1,0.059263447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
178,1474.169297,1.128361981,68,1.611460914,97,1.645366585,99,2.227797758,134,2.26166247,136,17,2.996284029,left,0,1,0.059263447,-1,-1,right,0.494444817,30,1.010955628,d,0,0,right,TRUE,60.08401695,4,714
179,1478.220461,1.194527534,72,1.976835486,119,2.01024907,121,2.626670679,158,2.660012015,160,19,3.027310563,left,0,1,0.059263447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
180,1481.268494,1.112176005,67,1.812968692,109,1.846237779,111,2.579046864,155,2.61300658,157,26,2.61300658,right,0,1,0.044413447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
181,1483.900995,1.196599989,72,1.779949346,107,1.813556352,109,2.17996061,131,2.213882211,133,4,2.68119282,left,0,0,0.044413447,-1,1,bottom,0.493741673,30,1.361767259,d,0,1,left,FALSE,60.08401695,4,714
182,1487.989231,1.057437118,64,1.624166438,98,1.657123206,100,2.107120874,127,2.1414077,129,9,2.874724232,right,0,0,0.044413447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
183,1490.88494,1.129543559,68,1.629448555,98,1.662334781,100,2.64596221,159,2.679871864,161,41,2.996045666,left,0,1,0.044413447,-1,-1,right,0.497302906,30,0.998065784,d,0,1,left,FALSE,60.08401695,4,714
184,1494.920269,1.027220679,62,1.660510929,100,1.694117366,102,2.459711415,148,2.493521514,150,28,2.944642164,right,0,0,0.044413447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
185,1497.888708,1.024666376,62,1.82421559,110,1.857505726,112,2.47516694,149,2.507943371,151,19,2.840737778,down,0,1,0.044413447,-1,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
186,1500.750269,1.03134056,62,1.630944728,98,1.664413494,100,2.730742887,164,2.764405644,166,46,2.814691282,right,0,1,0.044413447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
187,1503.585651,1.078514386,65,1.561390315,94,1.59508436,96,2.361506709,142,2.394879902,144,28,2.561598527,right,0,1,0.044413447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
188,1506.169912,1.094231599,66,1.677204352,101,1.710539999,103,2.760807433,166,2.794318866,168,45,3.144611672,left,1,1,0.044413447,0,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
189,1509.335643,1.078951291,65,1.662004258,100,1.6954497,102,2.079016713,125,2.112013303,127,5,2.863321459,right,0,0,0.044413447,0,0,left,0.497470728,30,1.29857983,d,0,1,right,FALSE,60.08401695,4,714
190,1513.536716,0.992791062,60,1.493597744,90,1.527244573,92,1.959780819,118,1.993236501,120,8,2.343629431,left,0,1,0.044413447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
191,1515.902437,1.12842342,68,1.86243627,112,1.895031226,114,2.927984581,176,2.96193747,178,44,3.31312286,down,1,1,0.044413447,0,0,right,0.491760239,30,1.575023125,d,0,1,bottom,FALSE,60.08401695,4,714
192,1520.835449,1.011313458,61,1.461136477,88,1.494946576,90,1.961432298,118,1.995305544,120,10,2.928187105,down,0,0,0.044413447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
193,1523.784245,1.197319063,72,1.963479154,118,1.99703496,120,2.379369195,143,2.412477287,145,5,3.013168599,down,0,1,0,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
194,1526.816455,1.115299764,67,1.74906731,105,1.781234462,107,2.081201239,125,2.114691623,127,0,2.465566401,down,0,1,0.044413447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
195,1529.303954,1.008288116,61,1.474553111,89,1.508094126,91,2.09054009,126,2.124675592,128,17,2.124675592,down,0,0,0.044413447,0,1,left,0.496263549,30,1.062625937,d,0,0,left,TRUE,60.08401695,4,714
196,1532.535423,1.061753833,64,1.511564337,91,1.545219698,93,1.995310095,120,2.028770897,122,9,2.495737329,down,0,0,0.044413447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
197,1535.052049,1.195099265,72,1.745214806,105,1.778495271,107,2.178914996,131,2.212230163,133,6,2.478406752,left,0,0,0.050188447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
198,1537.55108,1.179696078,71,1.813068247,109,1.846476143,111,2.245818395,135,2.279396957,137,6,2.829960781,down,0,0,0.050188447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
199,1540.402267,1.044584821,63,1.694673169,102,1.727456426,104,2.678113434,161,2.711668102,163,39,3.095029747,left,0,0,0.050188447,-1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
200,1543.519239,1.127839173,68,1.828024858,110,1.861588629,112,2.394266073,144,2.427500458,146,14,2.996904116,right,0,0,0.050188447,-1,-1,right,0.49647802,30,1.562715822,d,0,1,bottom,FALSE,60.08401695,4,714
201,1548.1203,1.010129035,61,1.810232345,109,1.843953697,111,2.44360679,147,2.476712606,149,18,3.010941406,down,0,1,0.050188447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
202,1551.15607,1.006391447,60,1.489167252,89,1.522538738,91,2.139343209,128,2.172697629,130,19,2.406010747,left,0,0,0.050188447,-1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
203,1553.583304,1.014847954,61,1.53084961,92,1.563873507,94,2.280853308,137,2.313963106,139,25,2.747996095,left,1,1,0.050188447,-1,-1,bottom,0.496427958,30,1.296896493,d,0,0,bottom,TRUE,60.08401695,4,714
204,1557.669151,1.043308238,63,1.843094109,111,1.875949615,113,2.326165735,140,2.35985523,142,9,2.627089949,down,0,1,0.050188447,0,0,right,0.493061284,30,1.909876904,d,0,1,bottom,FALSE,60.08401695,4,714
205,1562.252305,1.078452946,65,1.578447257,95,1.611496184,97,2.44447548,147,2.478249739,149,32,2.528571786,right,1,1,0.050188447,1,1,bottom,0.496623655,30,1.363686115,d,0,1,right,FALSE,60.08401695,4,714
206,1566.188962,1.091477616,66,1.741575635,105,1.775200846,107,2.790909525,168,2.824436318,170,43,3.15972302,down,2,1,0,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
207,1569.369708,1.126835656,68,1.809838675,109,1.84378872,111,2.643822626,159,2.676619536,161,30,2.727369955,left,1,1,0.050188447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
208,1572.119868,1.077594495,65,1.694499089,102,1.727559963,104,2.06120372,124,2.09420031,126,2,2.261082205,down,0,1,0.050188447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
209,1574.401278,1.063006523,64,1.795945314,108,1.829254223,110,2.713104542,163,2.745779711,165,35,2.913151987,left,1,0,0.050188447,-1,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
210,1577.33398,1.146532235,69,1.796660405,108,1.830563801,110,2.663354796,160,2.696842335,162,32,2.914693671,down,3,1,0.050188447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
211,1580.270301,1.127188935,68,1.693757829,102,1.726418207,104,2.726642349,164,2.760183364,166,42,2.827242638,down,1,1,0.050188447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
212,1583.120212,1.1257963,68,1.526043083,92,1.559452116,94,2.442851308,147,2.476065213,149,35,2.709902277,right,2,0,0.050188447,1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
213,1585.853124,1.027170048,62,1.677569578,101,1.710949029,103,2.160406822,130,2.193721989,132,9,2.377763796,left,1,1,0.050188447,-1,-1,bottom,0.495817542,30,1.463999117,s,0,1,bottom,TRUE,60.08401695,4,714
214,1589.736575,1.193985384,72,1.943281386,117,1.977352604,119,2.959255736,178,2.99261869,180,41,3.159444834,left,2,1,0.055963447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
215,1592.916035,1.164897617,70,1.631580744,98,1.66527479,100,1.981553267,119,2.014325146,121,1,2.116955225,right,0,1,0.055963447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
216,1595.055839,1.140580538,69,1.589797692,96,1.623414938,98,2.423576844,146,2.456909077,148,30,2.473768047,right,1,1,0.055963447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
217,1597.553045,1.176778825,71,1.67710309,101,1.710678807,103,2.478091588,149,2.456909077,148,28,2.478091588,left,1,0,0.055963447,-1,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
218,1600.052992,1.127887529,68,1.694270397,102,1.727557688,104,2.626646786,158,2.660480778,160,36,3.660608209,nope,0,0,0.055963447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
219,1603.736151,1.193826665,72,1.993861708,120,2.027727558,122,2.512507552,151,2.660480778,160,11,2.512507552,left,2,1,0.055963447,-1,-1,right,0.494845883,30,1.262435588,d,0,1,left,FALSE,60.08401695,4,714
220,1607.55217,1.14441313,69,1.762503854,106,1.79504761,108,2.827998689,170,2.861718904,172,44,3.045088855,left,2,1,0.055963447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
221,1610.619052,1.077977925,65,1.761339911,106,1.794805264,108,2.411394695,145,2.44520138,147,19,2.528616728,right,1,1,0.055963447,1,1,bottom,0.495319197,30,1.328714918,d,0,1,right,FALSE,60.08401695,4,714
222,1614.520925,0.993622207,60,1.559338339,94,1.593409557,96,1.959414456,118,1.99272109,120,4,2.043493695,left,0,1,0.055963447,-1,-1,right,0.498743328,30,1.482779787,d,0,1,bottom,FALSE,60.08401695,4,714
223,1618.085469,1.161892756,70,1.811720554,109,1.845180787,111,2.828581799,170,2.861322389,172,41,3.061799344,down,2,0,0.055963447,1,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
224,1621.169016,1.111200363,67,1.544132555,93,1.58974251,95,2.144534303,128,2.17751212,130,15,2.245229028,right,1,1,0,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
225,1623.435312,1.01168551,61,1.528535377,92,1.561454599,94,2.094696379,126,2.128916646,128,14,2.245380352,right,1,0,0.055963447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
226,1625.702205,1.161983209,70,1.912032986,115,1.945133683,117,2.762264353,166,2.794775113,168,31,2.845298546,down,2,1,0,0,0,right,0.495124069,30,1.994814025,nope,0,0,left,FALSE,60.08401695,4,714
227,1630.585957,1.058830323,64,1.75876399,106,1.792046731,108,2.625247324,158,2.65856306,160,32,2.809613965,down,2,1,0.055963447,0,0,left,0.495314077,30,1.295580657,d,0,1,right,FALSE,60.08401695,4,714
228,1634.733807,1.030331354,62,1.529864298,92,1.563185722,94,2.33028846,140,2.362932909,142,28,2.446764682,right,2,1,0.055963447,1,1,left,0.495244104,30,1.362028378,d,0,0,left,TRUE,60.08401695,4,714
229,1638.582815,1.182533687,71,1.615268475,97,1.648258807,99,2.714260521,163,2.748349943,165,46,2.832395618,down,3,1,0.055963447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
230,1641.436103,1.026902671,62,1.509699525,91,1.543658103,93,1.960206916,118,1.993746793,120,7,2.14421402,left,1,0,0.055963447,-1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
231,1643.602292,1.061327168,64,1.861497607,112,1.894287122,114,2.927741666,176,2.962203709,178,44,3.311936162,right,3,1,0.055963447,1,1,left,0.495626396,30,1.379835114,d,0,1,bottom,FALSE,60.08401695,4,714
232,1648.335006,1.16002965,70,1.610329397,97,1.643614413,99,2.176949491,131,2.962203709,178,14,2.194029757,right,0,1,0.053488447,1,1,left,0.496398945,30,1.580465668,s,0,1,left,TRUE,60.08401695,4,714
233,1652.151648,1.161529237,70,1.761851341,106,1.795092552,108,2.511831714,151,2.544680394,153,25,2.662455954,down,1,1,0.053488447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
234,1654.835996,1.060848165,64,1.7600474,106,1.793117945,108,2.5438794,153,2.57778109,155,27,2.894698996,down,2,1,0.053488447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
235,1657.753498,1.176129156,71,1.842668581,111,1.876327925,113,2.291987566,138,2.325673648,140,7,2.642931179,right,0,1,0.053488447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
236,1660.422508,1.105817553,66,1.889776416,113,1.922869148,115,2.706449701,162,2.740037933,164,29,2.740037933,right,1,1,0.053488447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
237,1663.184428,1.129556075,68,1.645715882,99,1.679514034,101,1.979314127,119,2.012465454,121,0,2.146305818,left,0,1,0.053488447,-1,-1,bottom,0.497207902,30,0.914731218,s,0,1,bottom,TRUE,60.08401695,4,714
238,1666.286224,1.160963194,70,1.828070938,110,1.860766018,112,2.494277565,150,2.527395328,152,20,2.578585496,down,1,1,0.053488447,0,0,right,0.496466642,30,1.129540146,d,0,1,bottom,FALSE,60.08401695,4,714
239,1670.036599,1.059805964,64,1.543729783,93,1.57699887,95,2.509810458,151,2.543146105,153,38,2.577290709,down,2,1,0.053488447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
240,1672.634522,1.195699441,72,1.712225611,103,1.745625542,105,2.24605107,135,2.279205811,137,12,2.429882388,right,1,0,0.053488447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
241,1681.21499,1.198996711,72,1.964941194,118,1.998693835,120,2.581448705,155,2.615443692,157,17,2.615443692,right,1,1,0.053488447,1,1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
242,1683.852221,1.094406816,66,1.861592042,112,1.894370179,114,2.977433955,179,3.011461369,181,47,3.061832909,left,3,1,0.053488447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
243,1686.935327,1.143136548,69,1.576883955,95,1.609917523,97,2.643609293,159,2.676572888,161,44,2.876741506,left,3,1,0.053488447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
244,1689.832858,1.164189353,70,1.864333509,112,1.897689636,114,2.548004401,153,2.676572888,161,21,2.564873041,right,1,1,0.053488447,1,1,bottom,0.495381205,30,1.662451403,d,0,0,bottom,TRUE,60.08401695,4,714
245,1694.102467,1.193546772,72,1.89339852,114,1.926825189,116,2.343602125,141,2.37724554,143,7,2.460883891,down,0,1,0.053488447,0,0,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
246,1696.584937,1.044670154,63,1.628377341,98,1.66158385,100,2.74456855,165,2.77819945,167,47,2.862183684,right,2,0,0.053488447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
247,1699.470494,1.009532841,61,1.576087513,95,1.609415195,97,2.39313285,144,2.425936018,146,29,2.459887201,down,2,1,0.053488447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
248,1701.951391,1.112095223,67,1.511947767,91,1.544823753,93,2.2449059,135,2.27868983,137,24,2.362449924,left,2,1,0.038638447,-1,-1,right,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
249,1704.33568,1.060558033,64,1.49409097,90,1.527677496,92,2.595247631,156,2.628959312,158,46,2.78007507,right,3,0,0.038638447,1,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
250,1707.138893,0.989653081,60,1.606498511,97,1.639768167,99,2.106081517,127,2.139661216,129,10,2.256690397,down,1,1,0.038638447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
251,1709.419578,1.176307786,71,1.893221596,114,1.926094738,116,2.509775187,151,2.543682566,153,17,2.693402275,down,3,1,0,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
252,1712.133855,1.130123255,68,1.662405323,100,1.695772827,102,2.77994764,167,2.81292375,169,47,2.847261207,left,4,1,0.038638447,-1,-1,bottom,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
253,1715.002062,1.062063308,64,1.828062973,110,1.861731419,112,2.877995333,173,2.911219478,175,43,2.945196829,down,4,0,0.038638447,0,1,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
254,1717.968594,1.176156462,71,1.860642569,112,1.893837701,114,2.359807443,142,2.393281329,144,10,2.509607934,down,1,1,0.038638447,0,0,right,0.49749007,30,1.664927768,d,0,1,left,FALSE,60.08401695,4,714
255,1722.184602,1.129202796,68,1.762489063,106,1.796470966,108,2.629149889,158,2.393281329,144,32,2.629149889,down,2,1,0.038638447,0,0,left,NA,NA,NA,NA,NA,NA,NA,NA,60.08401695,4,714
256,1724.834827,1.044943219,63,1.495412494,90,1.528765777,92,2.028763501,122,2.061859078,124,12,2.162269359,right,1,1,0.038638447,1,1,bottom,0.49529189,30,1.29665813,d,0,1,left,FALSE,60.08401695,4,714
